,time,summary,title,trend
90,2019-12-18,"['...€170bn,', 'a', '400,000-strong', 'workforce', 'and', 'total', 'vehicle', 'sales', 'of', '8.7m.', 'The', 'deal', 'will', 'bring', 'under', 'one', 'roof', 'the', 'Citroën,', 'Opel...']","['FirstFT:', 'Today’s', 'top', 'stories']",DOWN
91,2019-12-18,"['...industry', 'shift,', 'there', 'are', 'many', 'partnerships,', 'but', 'an', 'alliance', 'between', 'commercial', 'vehicle', 'makers', 'is', 'the', 'most', 'efficient...']","['Volvo', 'sells', 'struggling', 'Japan', 'unit', 'UD', 'Trucks', 'to', 'Isuzu', 'Motors']",DOWN
92,2019-12-18,"['...struck', 'a', 'deal', 'with', 'Indonesia’s', 'government', 'to', 'launch', 'an', 'electric', 'vehicle', 'pilot', 'programme', 'in', '2020.', 'The', 'pilot', 'will', 'run', 'in...']","['Inside', 'China’s', 'AI', 'ambitions']",DOWN
93,2019-12-18,"['A', 'top', 'adviser', 'to', 'China’s', 'central', 'bank', 'has', 'warned', 'of', 'a', 'possible', '“chain', 'reaction”', 'of', 'defaults', 'among', 'the', 'country’s...']","['China', 'warned', 'of', 'local', 'debt', 'vehicle', 'default', 'risk']",DOWN
94,2019-12-18,"['...biggest', 'shareholder', 'is', 'the', 'investment', 'vehicle', 'of', 'the', 'Wallenberg', 'family', 'of', 'industrialists,', 'has', 'not', 'changed', 'any', 'of', 'its', 'top...']","['Sweden’s', 'SEB', 'faces', 'sanctions', 'threat', 'in', 'money-laundering', 'probe']",DOWN
95,2019-12-18,"['...vehicle', 'sales', 'of', '8.7m.', 'The', 'two', 'companies', 'said', 'they', 'had', 'signed', 'a', 'binding', '“combination', 'agreement”', 'for', 'a', '50/50...']","['Opening', 'Quote:', 'Overhauling', 'audits:', 'Brydon', 'review', 'proposes', 'sweeping', 'changes']",DOWN
96,2019-12-18,"['...such', 'as', 'PSA', 'therefore', 'has', 'a', 'lower', 'CO2', 'target', 'than', 'a', 'company', 'with', 'a', 'heavier', 'average', 'vehicle,', 'such', 'as', 'Mercedes-Benz', 'owner...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",DOWN
97,2019-12-18,"['....', 'The', 'answer,', 'everyone', 'decided,', 'was', 'that', 'it', 'resembled', 'any', 'vehicle', 'from', 'any', 'game', 'on', 'Sony’s', 'original', 'PlayStation', 'console:', 'a...']","['Gaming', 'has', 'us', 'hooked', '—', 'but', 'what', 'next?']",DOWN
98,2019-12-18,"['...motorways.', 'Edizione,', 'the', 'investment', 'vehicle', 'of', 'the', 'Benettons,', 'and', 'Atlantia', 'declined', 'to', 'comment.', 'Atlantia,', 'its', 'subsidiaries...']","['Genoa', 'bridge', 'disaster', 'group', 'eyes', 'airports', 'stake', 'sale']",DOWN
99,2019-12-18,"['An', 'Indian', 'court', 'has', 'reopened', 'one', 'of', 'the', 'country’s', 'highest', 'profile', 'corporate', 'feuds', 'by', 'ruling', 'that', 'former', 'Tata', 'Sons...']","['Tata', 'chairman', 'Mistry', 'should', 'be', 'reinstated,', 'Indian', 'court', 'rules']",DOWN
100,2019-12-18,"['Brazilian', 'police', 'have', 'searched', 'the', 'local', 'offices', 'of', 'Maersk,', 'the', 'world’s', 'largest', 'container', 'shipping', 'company,', 'in...']","['Maersk', 'offices', 'raided', 'in', 'Brazil', 'over', 'Petrobras', 'bribe', 'probe']",DOWN
101,2019-12-18,"['BMW', 'and', 'Daimler', 'are', 'pulling', 'their', 'flagship', 'car-sharing', 'services', 'out', 'of', 'North', 'America', 'and', 'the', 'UK,', 'citing', 'rising', 'costs...']","['BMW,', 'Daimler', 'reverse', 'out', 'of', 'car-sharing', 'venture']",DOWN
102,2019-12-18,"['...company', 'offices', 'in', 'Europe,', 'Asia', 'and', 'North', 'America.', 'It', 'always', 'makes', 'me', 'smile', 'because', 'when', 'they', 'first', 'appeared', 'in', 'the...']","['The', 'humble', 'Post-it', 'note', 'is', 'a', 'must-have', 'for', 'young', 'techies']",DOWN
103,2019-12-18,"['...fallen', 'by', 'over', '130', 'basis', 'points', 'to', '2.92', 'per', 'cent', 'since', 'the', 'start', 'of', 'the', 'year,', 'according', 'to', 'the', 'ICE', 'Bank', 'of', 'America', 'Merrill...']","['New', 'York', 'Life/Cigna:', 'cover', 'story']",DOWN
104,2019-12-18,"['...the', 'growth', 'prospects', 'it', 'needs.', 'With', 'two-thirds', 'of', 'its', 'sales', 'coming', 'from', 'North', 'America,', 'it', 'will', 'be', 'a', 'good', 'fit.', 'If', 'you', 'are...']","['Fiat', 'Chrysler/Peugeot', 'SA:', 'buckle', 'up']",DOWN
105,2019-12-18,"['...advised', 'by', 'Credit', 'Suisse,', 'while', 'Cigna', 'received', 'financial', 'advice', 'from', 'Bank', 'of', 'America....']","['New', 'York', 'Life', 'aims', 'to', 'diversify', 'with', '$6.3bn', 'Cigna', 'deal']",DOWN
106,2019-12-18,"['...right', 'away,', 'as', 'comprehensively', 'as', 'you', 'can', 'cave,”', 'said', 'Dan', 'Restrepo,', 'who', 'was', 'Barack', 'Obama’s', 'point-man', 'on', 'Latin', 'America...']","['Amlo', 'bows', 'to', 'Trump', 'in', 'a', 'relationship', 'of', 'unequals']",DOWN
107,2019-12-18,"['...and', 'Washington', 'are', 'aiming', 'to', 'allow', 'the', 'US', 'regulator', 'to', 'review', 'the', 'books', 'of', 'Chinese', 'companies', 'listed', 'in', 'America.', 'This', 'is...']","['Inside', 'China’s', 'AI', 'ambitions']",DOWN
108,2019-12-18,"['....', 'For', 'clients', 'of', 'banks', 'such', 'as', 'Bank', 'of', 'America,', 'Goldman', 'Sachs', 'and', 'Morgan', 'Stanley,', '“all', 'right,', 'we', 'are', 'excited', 'that', 'you', 'are...']","['Moral', 'Money:', 'Ultra-wealthy', 'investors', 'turn', 'up', 'heat', 'on', 'fossil-fuel', 'funders']",DOWN
109,2019-12-18,"['...Jesús', 'Seade,', 'Mexico’s', 'deputy', 'foreign', 'minister', 'for', 'North', 'America,', 'while', 'our', 'chart', 'of', 'the', 'day', 'looks', 'at', 'US', 'exports', 'in', 'the...']","['EU', 'remains', 'a', 'villain', 'in', 'the', 'Trumpian', 'view', 'of', 'global', 'trade']",DOWN
110,2019-12-18,"['...of', 'America', 'filed', '261', 'suits', 'against', 'fans', 'for', 'illegal', 'music', 'downloading.', 'It', 'was', 'desperate', 'then,', 'but', 'the', 'industry', 'thrives...']","['Goodbye', 'to', 'all', 'that', 'creative', 'destruction']",DOWN
111,2019-12-18,"['...says,', 'she', 'is', 'investing', 'in', 'Spanish-language', 'recordings', 'and', 'Broadway', 'productions', 'such', 'as', 'Angels', 'in', 'America.', 'She', 'knows', 'no...']","['Audio', 'gives', 'new', 'voice', 'to', 'books', 'in', 'the', 'digital', 'age']",DOWN
112,2019-12-18,"['...of', 'rivals', 'JPMorgan', 'and', 'Bank', 'of', 'America', 'over', 'the', 'past', 'three', 'years.', 'Investors', 'are', 'pressing', 'for', 'bolder', 'strategic', 'decisions...']","['‘Gutsy’', 'Scot', 'in', 'line', 'to', 'be', 'first', 'female', 'boss', 'of', 'Citigroup']",DOWN
113,2019-12-18,"['...,', 'which', 'are', 'independent', 'of', 'America-China', 'geopolitics.”', 'Collymore', 'is', 'to', 'be', 'replaced', 'with', 'Safaricom’s', 'first', 'Kenyan', 'CEO,', 'Peter...']","['Vodafone', 'targets', 'Africa’s', 'unbanked', 'with', 'ambitious', 'plans', 'for', 'M-Pesa']",DOWN
114,2019-12-18,"['Foreigners', 'have', 'withdrawn', 'from', 'Brazilian', 'equities', 'at', 'a', 'record', 'pace', 'this', 'year,', 'amid', 'persistent', 'scepticism', 'from', 'global...']","['Foreign', 'investors', 'rush', 'out', 'of', 'Brazilian', 'equities']",DOWN
115,2019-12-18,"['...,', 'of', 'a', 'process', 'that', 'could', 'change', 'the', 'nature', 'of', 'checks', 'and', 'balances', 'in', 'America?', 'On', 'that', 'answer,', 'the', 'future', 'of', 'US', 'governance...']","['Letter:', 'Trump', 'impeachment', 'drama', 'is', 'a', 'constitutional', 'tragedy']",DOWN
116,2019-12-18,"['...still', 'clustered', 'in', 'countries', 'that', 'offer', 'generous', 'incentives.', 'Instead,', 'consumers', 'are', 'shunning', 'diesel', 'in', 'favour', 'of...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",DOWN
117,2019-12-18,"['...has', 'made', 'lower', 'petrol', 'prices', 'a', 'central', 'part', 'of', 'his', 'pitch', 'to', 'voters,', 'and', 'in', 'Saudi', 'Arabia', 'he', 'has', 'a', 'powerful', 'ally', 'heavily...']","['Betting', 'on', 'a', 'rise', 'in', 'crude', 'remains', 'a', 'risky', 'gambit']",DOWN
118,2019-12-18,"['...secured', 'nearly', '5,000', 'orders.', 'There', 'are', 'some', 'similarities', 'too', 'with', 'the', 'diesel', 'emission-cheating', 'scandal', 'at', 'Volkswagen.', 'Both...']","['Boeing', 'needs', 'to', 'transform', 'the', 'way', 'it', 'operates']",DOWN
119,2019-12-18,"['...still', 'clustered', 'in', 'countries', 'that', 'offer', 'generous', 'incentives.', 'Instead,', 'consumers', 'are', 'shunning', 'diesel', 'in', 'favour...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",DOWN
120,2019-12-18,"['An', 'Indian', 'court', 'has', 'reopened', 'one', 'of', 'the', 'country’s', 'highest', 'profile', 'corporate', 'feuds', 'by', 'ruling', 'that', 'former', 'Tata', 'Sons...']","['Tata', 'chairman', 'Mistry', 'should', 'be', 'reinstated,', 'Indian', 'court', 'rules']",DOWN
121,2019-12-18,"['...an', 'important', 'development.', 'Is', 'Uber', 'close', 'to', 'shutting', 'down', 'its', 'food', 'delivery', 'business', 'in', 'India?', 'Speculation', 'is', 'mounting...']","['Inside', 'China’s', 'AI', 'ambitions']",DOWN
122,2019-12-18,"['...-deal', 'with', 'India', 'is', 'still', 'elusive.', 'But', 'what', 'makes', 'EU-US', 'trade', 'so', 'intractable', 'is', 'that', 'Brussels', 'cannot', 'at', 'this', 'stage', 'give...']","['EU', 'remains', 'a', 'villain', 'in', 'the', 'Trumpian', 'view', 'of', 'global', 'trade']",DOWN
123,2019-12-18,"['...polish', 'diamonds', 'for', 'use', 'in', 'jewellery,', 'after', 'a', 'high-profile', 'bank', 'fraud', 'scandal', 'in', 'India', 'cut', 'off', 'lending.', 'The', 'growth', 'of...']","['De', 'Beers', 'ends', 'a', 'tough', '2019', 'with', 'more', 'of', 'a', 'flourish']",DOWN
124,2019-12-18,"['...,', 'India,', 'Brazil', 'and', 'the', 'Spanish-speaking', 'world', 'as', 'likely', 'markets', 'for', 'expansion.', 'The', 'book', 'industry,', 'he', 'added,', 'was', 'both...']","['Pearson', 'chief', 'John', 'Fallon', 'to', 'retire', 'next', 'year']",DOWN
125,2019-12-18,"['...countries', 'including', 'India,', 'Afghanistan,', 'Romania,', 'Albania', 'and', 'South', 'Africa', 'failed', 'to', 'work', 'and', 'the', 'service', 'was', 'closed', 'down...']","['Vodafone', 'targets', 'Africa’s', 'unbanked', 'with', 'ambitious', 'plans', 'for', 'M-Pesa']",DOWN
126,2019-12-17,"['...support', 'the', 'further', 'decarbonisation', 'of', 'the', 'economy', '—', 'such', 'as', 'ensuring', 'demand', 'for', 'electric', 'vehicle', 'charging', 'is', 'met...']","['Ofgem', 'to', 'limit', 'investor', 'returns', 'from', 'electricity', 'network', 'companies']",UP
127,2019-12-17,"['...Asia,', 'trading', 'conditions', 'in', 'West', 'Africa,', 'and', 'continuing', 'difficulties', 'in', 'North', 'America.', 'There', 'were', '“early', 'signs', 'of...']","['Opening', 'Quote:', 'Unilever’s', 'hopes', 'of', 'growth', 'dashed', 'after', 'tough', 'year']",UP
128,2019-12-17,"['...,', 'west', 'Africa', 'and', 'North', 'America', '—', 'but', 'insisted', 'the', 'issues', 'were', 'macroeconomic,', 'not', 'the', 'result', 'of', 'corporate', 'strategy...']","['Unilever', 'warns', 'it', 'will', 'miss', 'full-year', 'sales', 'targets']",UP
129,2019-12-17,"['...America.', 'The', 'IMF', 'projects', 'a', 'double-digit', 'decline', 'in', 'Argentina’s', 'imports', 'this', 'year', 'as', 'the', 'crisis-hit', 'economy...']","['Emerging', 'markets', 'are', 'driving', 'the', 'global', 'spending', 'slowdown']",UP
130,2019-12-17,"['The', 'City', 'of', 'London', 'will', 'bring', 'in', 'the', 'UK’s', 'first', 'full-time', 'ban', 'on', 'all', 'petrol', 'and', 'diesel', 'cars', 'from', 'early', 'next', 'year,', 'as...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
131,2019-12-17,"['...,', 'claiming', 'to', 'be', 'faster,', 'cleaner', 'and', 'more', 'fun', 'than', 'petrol', 'rivals.', 'Daniel', 'Garrahan', 'and', 'Bethan', 'Staton', 'put', 'it', 'to...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
132,2019-12-17,"['The', 'City', 'of', 'London', 'will', 'bring', 'in', 'the', 'UK’s', 'first', 'full-time', 'ban', 'on', 'all', 'petrol', 'and', 'diesel', 'cars', 'from', 'early', 'next', 'year,', 'as...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
133,2019-12-17,"['...business', 'in', 'recent', 'months', 'as', 'he', 'focused', 'on', 'building', 'a', 'healthcare', 'franchise', 'in', 'his', 'native', 'India', 'and', 'his', 'other', 'businesses....']","['NMC', 'shares', 'plunge', 'after', 'Muddy', 'Waters', 'attack']",UP
134,2019-12-17,"['...their', 'hunt', 'for', 'new', 'pastures.', 'The', 'border', 'between', 'Pakistan', 'and', 'India', 'is', 'similarly', 'besieged,', 'with', 'the', 'insects', 'defying...']","['Locust', 'swarms', 'refocus', 'attention', 'on', 'an', 'old', 'enemy']",UP
135,2019-12-17,"['...Soviet', 'empire.', 'FT', 'South', 'Asia', 'bureau', 'chief', 'Amy', 'Kazmin', 'asks', 'whether', 'India', '—', 'which', 'claims', 'it', 'is', 'being', 'swamped', 'by', 'illegal...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
136,2019-12-17,"['...have', 'angered', 'Washington.', 'Read', 'more', 'India', 'is', 'cracking', 'down', 'on', 'Chinese', 'shopping', 'apps', 'Club', 'Factory', 'and', 'Shein,', 'responding', 'to...']","['China’s', 'security', 'concerns', 'over', 'autonomous', 'cars']",UP
137,2019-12-17,"['...Modi’s', 'comments', 'came', 'after', 'days', 'of', 'demonstrations', 'across', 'India', 'that', 'saw', 'thousands', 'of', 'people', 'converge', 'on', 'campuses', 'and', 'in...']","['Narendra', 'Modi', 'defends', 'India’s', 'citizenship', 'law', 'in', 'wake', 'of', 'protests']",UP
138,2019-12-17,"['....', 'Blaming', 'weak', 'sales', 'in', 'the', 'US', 'and', 'India,', 'two', 'of', 'its', 'biggest', 'markets,', 'the', 'maker', 'of', 'Dove', 'soap', 'and', 'Ben', '&', 'Jerry’s...']","['Unilever', 'warns', 'it', 'will', 'miss', 'full-year', 'sales', 'targets']",UP
139,2019-12-17,"['...trade', 'tensions', 'notwithstanding,', 'the', 'majority', 'of', 'the', 'EM', 'slowdown', 'is', 'coming', 'from', 'India.', 'The', 'world’s', 'third-largest', 'economy...']","['Emerging', 'markets', 'are', 'driving', 'the', 'global', 'spending', 'slowdown']",UP
140,2019-12-16,"['...expected', 'growth', 'in', 'electric', 'vehicle', 'use.', 'The', 'country’s', 'dominance', 'in', 'the', 'supply', 'of', 'cobalt', 'presents', 'a', 'growing...']","['Tech', 'giants', 'sued', 'over', 'child', 'deaths', 'in', 'DRC', 'cobalt', 'mining']",DOWN
141,2019-12-16,"['...September', 'VanEck', 'launched', 'the', 'VanEck', 'SolidX', 'Bitcoin', 'Trust,', 'a', 'vehicle', 'that', 'is', 'only', 'available', 'to', 'qualified', 'institutional...']","['VanEck', 'chief:', 'I’ve', 'become', '‘an', 'ETF', 'guy’']",DOWN
142,2019-12-16,"['...to', '107', 'and', 'he', 'can', 'set', 'a', 'new', 'record', 'at', 'Tata', 'Steel', 'Wijk', 'aan', 'Zee', 'next', 'month.', 'Although', 'José', 'Capablanca', 'enjoyed', 'tennis', 'and...']","['World', 'chess', 'champion', 'Magnus', 'Carlsen', 'tops', 'Fantasy', 'Football', 'league']",DOWN
143,2019-12-16,"['The', 'US', 'and', 'Mexico', 'have', 'resolved', 'a', 'spat', 'over', 'labour', 'enforcement', 'provisions', 'for', 'the', 'USMCA', 'trade', 'pact,', 'helping', 'to', 'clear', 'the...']","['Mexico', 'and', 'US', 'settle', 'row', 'over', 'USMCA', 'labour', 'enforcement']",DOWN
144,2019-12-16,"['...in', 'America,', 'Netflix', 'disclosed', 'on', 'Monday', 'a', 'fuller', 'picture', 'of', 'operations', 'in', 'Europe,', 'Latin', 'America', 'and...']","['Netflix', 'regional', 'numbers', 'reveal', 'challenge', 'of', 'overseas', 'streaming']",DOWN
145,2019-12-16,"['Argentina’s', 'new', 'centre-left', 'government', 'will', 'send', 'a', 'package', 'of', 'emergency', 'laws', 'to', 'Congress', 'on', 'Monday', 'after', 'outlining', 'a...']","['Argentina', 'proposes', 'raising', 'tax', 'burden', 'on', 'private', 'sector']",DOWN
146,2019-12-16,"['Alan', 'Moore,', 'the', 'comic', 'book', 'writer,', 'describes', 'the', 'popularity', 'of', 'superheroes', 'as', '“not', 'a', 'little', 'worrying”.', 'Cinema', 'owners', 'are...']","['Cineworld/Cineplex:', 'Captain', 'North', 'America']",DOWN
147,2019-12-16,"['...,”', 'said', 'the', 'president', 'of', 'Whirlpool', 'Latin', 'America.', '“And', 'it', 'is', 'almost', 'impossible', 'for', 'anyone', 'to', 'be', '100', 'per', 'cent', 'compliant', 'as...']","['Brazil', 'grapples', 'with', 'tangle', 'of', 'tax', 'laws']",DOWN
148,2019-12-16,"['...of', 'Mr', 'Trump’s', 'pledge', 'to', '“Make', 'America', 'Great', 'Again”.', 'In', 'Russia,', 'Vladimir', 'Putin’s', 'presidential', 'rhetoric', 'is', 'all', 'about...']","['In', 'search', 'of', 'liberal', 'nationalism']",DOWN
149,2019-12-16,"['Many', 'religions', 'promise', 'believers', 'a', 'glorious', 'life', 'after', 'death,', 'but', 'blessings', 'are', 'bestowed', 'much', 'faster', 'at', 'Brazil’s...']","['Brazil’s', 'evangelical', 'church', 'preaches', 'the', 'Bolsonaro', 'revolution']",DOWN
150,2019-12-16,"['....', 'Philip', 'Roth', 'has', 'been', 'my', 'guide', 'to', 'America', 'since,', 'as', 'an', '18-year', 'old', 'exchange', 'student', 'in', 'suburban', 'New', 'Jersey,', 'I...']","['Frequent', 'flyer:', 'the', 'bitter-sweet', 'lot', 'of', 'the', 'business', 'traveller', 'at', 'Christmas']",DOWN
151,2019-12-16,"['...of', 'the', 'year,', 'according', 'to', 'an', 'ICE', 'Bank', 'of', 'America', 'Merrill', 'Lynch', 'index,', 'indicating', 'strong', 'interest', 'even', 'in', 'risky', 'bonds.', 'The...']","['Bond', 'funds', 'revel', 'in', 'white-hot', 'year', 'for', 'fixed', 'income']",DOWN
152,2019-12-16,"['...in', 'North', 'America', 'by', 'number', 'of', 'screens.', 'Cineworld’s', 'bid,', 'which', 'values', 'Cineplex', 'at', '$2.1bn', 'including', 'debt,', 'would', 'allow', 'it...']","['Cineworld', 'to', 'buy', 'Canada’s', 'Cineplex', 'in', '$2.1bn', 'deal']",DOWN
153,2019-12-16,"['...borrow', 'money', 'in', 'America', 'and', 'deposit', 'it', 'south', 'of', 'the', 'border', 'and', 'bank', 'the', 'proceeds.', 'Yet', 'few', 'did.', 'It', 'soon', 'became', 'apparent', 'why...']","['Could', 'private', 'capital', 'become', 'the', 'world’s', 'latest', '‘peso', 'problem’?']",DOWN
154,2019-12-16,"['...and', 'as', 'independent', 'as', 'she', 'was,', 'such', 'as', 'the', 'spirited', '“Petrol', 'Station', 'Queen”', 'or', 'the', 'magenta-lipped', '“Mother”.', 'Having...']","['Lithography', 'from', 'Leningrad', '—', 'Soviet', 'art', 'shows', 'its', 'colourful', 'side']",DOWN
155,2019-12-16,"['...taking', 'on', 'Uber', 'and', 'claims', 'to', 'be', 'faster,', 'cleaner', 'and', 'more', 'fun', 'than', 'its', 'petrol', 'competitors.', '“We’ll', 'be', 'cheaper', 'than', 'Uber...']","['Pedal', 'v', 'petrol:', 'can', 'a', 'London', 'taxi-bike', 'start-up', 'take', 'on', 'Uber?']",DOWN
156,2019-12-16,"['Pedal', 'Me', 'is', 'taking', 'on', 'Uber', 'with', 'its', 'taxi', 'and', 'cargo', 'cycles.', 'It', 'claims', 'to', 'be', 'faster,', 'cleaner', 'and', 'more', 'fun', 'than', 'petrol...']","['Can', 'bike', 'taxis', 'really', 'compete', 'with', 'Uber?', 'Pedal', 'power', 'v', 'petrol', 'for', 'the', 'morning', 'commute']",DOWN
157,2019-12-16,"['...decision', 'to', 'launch', 'a', '$3', 'mobile-only', 'subscription', 'in', 'India', 'to', 'weigh', 'on', 'per-user', 'income.', 'The', 'fast-paced', 'growth', 'in', 'Netflix’s...']","['Netflix', 'regional', 'numbers', 'reveal', 'challenge', 'of', 'overseas', 'streaming']",DOWN
158,2019-12-16,"['...countries', 'such', 'as', 'India', 'and', 'Russia', 'often', 'face', 'steep', 'administrative', 'and', 'legal', 'hurdles.', 'The', 'law,', 'which', 'comes', 'into', 'force', 'in...']","['Germany', 'steps', 'up', 'hunt', 'for', 'migrant', 'workers', 'amid', 'fears', 'for', 'economy']",DOWN
159,2019-12-16,"['Uber', 'is', 'in', 'talks', 'to', 'sell', 'its', 'food', 'delivery', 'business', 'in', 'India', 'for', 'about', '$400m', 'as', 'it', 'tries', 'to', 'shed', 'lossmaking', 'operations...']","['Uber', 'in', 'talks', 'to', 'sell', 'Indian', 'food', 'delivery', 'business', 'to', 'Zomato']",DOWN
160,2019-12-16,"['...making', 'Russia', 'great', 'again;', 'it', 'is', 'the', 'same', 'in', 'India,', 'where', 'Prime', 'Minister', 'Narendra', 'Modi', 'promises', 'cultural', 'and', 'national...']","['In', 'search', 'of', 'liberal', 'nationalism']",DOWN
161,2019-12-16,"['...what', 'we', 'see', 'citizens', 'asking', 'in', 'Brazil,', 'India', 'or', 'Indonesia.', 'The', 'more', 'international', 'co-operation', 'there', 'is', 'in', 'reducing...']","['Free', 'traders', 'in', 'the', 'EU', 'will', 'miss', 'the', 'UK', 'when', 'it’s', 'gone']",DOWN
162,2019-12-16,"['Is', 'India', 'following', 'the', 'example', 'of', 'Myanmar,', 'which', 'is', 'now', 'battling', 'genocide', 'accusations', 'at', 'the', 'International', 'Court', 'of...']","['India’s', 'citizenship', 'bill', 'has', 'echoes', 'of', 'Myanmar’s', 'dark', 'path']",DOWN
163,2019-12-16,"['...Muslim', 'discrimination.', 'Protests', 'in', 'north-east', 'India,', 'in', 'which', 'at', 'least', 'five', 'people', 'died,', 'have', 'instead', 'been', 'motivated', 'by...']","['Indian', 'unrest', 'spreads', 'after', 'police', 'storm', 'university']",DOWN
164,2019-12-16,"['...market', '--', 'India', '--', 'had', 'made', 'in', 'this', 'sphere.', 'If', 'you', 'want', 'an', 'idea', 'of', 'the', 'scale,', 'then', 'take', 'a', 'look', 'at', 'this', 'table', 'from', 'a...']","['India’s', 'payments', 'revolution']",DOWN
165,2019-12-16,"['...the', 'growth', 'in', 'energy', 'use,', 'especially', 'in', 'economies', 'such', 'as', 'China', 'and', 'India', 'that', 'remain', 'reliant', 'on', 'coal.', 'But', 'the', 'drama', 'of...']","['The', 'energy', 'surprises', 'of', '2019']",DOWN
166,2019-12-16,"['...foreseen', 'by', 'Halford', 'Mackinder,', 'director', 'of', 'the', 'London', 'School', 'of', 'Economics,', 'at', 'the', 'beginning', 'of', 'the', '20th', 'century.', 'Armen...']","['Letter:', '‘Romantic', 'triangle’', 'between', 'the', 'EU,', 'the', 'US', 'and', 'China', 'looms']",DOWN
167,2019-12-13,"['...utility', 'vehicle,', 'the', 'DBX,', 'begin', 'in', 'the', 'second', 'quarter', 'of', 'next', 'year.', 'Mr', 'Stroll', 'owns', 'the', 'Racing', 'Point', 'F1', 'team', 'and...']","['Aston', 'Martin', 'in', 'talks', 'to', 'raise', 'equity', 'capital']",UP
168,2019-12-13,"['...report', 'showed', 'clothing', 'sales', 'fell,', 'as', 'did', 'sales', 'at', 'department', 'stores,', 'while', 'online', 'sales', 'increased.', 'Sales', 'at', 'motor', 'vehicle...']","['US', 'retail', 'sales', 'miss', 'the', 'mark', 'in', 'November']",UP
169,2019-12-13,"['...deals,', 'a', 'bank', 'transfers', 'some', 'of', 'its', 'bad', 'debts', 'into', 'a', 'financing', 'vehicle', 'that', 'then', 'sells', 'different', 'slices', 'of', 'risk', 'to', 'fund...']","['Greek', 'parliament', 'approves', 'bank', 'loans', 'restructuring', 'plan']",UP
170,2019-12-13,"['...to', 'corporate', 'America', 'should', 'disqualify', 'them', 'from', 'taking', 'on', 'President', 'Donald', 'Trump.', 'Monday’s', 'fatal', 'volcano', 'eruption', 'in', 'New...']","['A', 'selection', 'of', 'the', 'FT’s', 'biggest', 'stories', 'and', 'best', 'reads', 'every', 'Friday']",UP
171,2019-12-13,"['...,', 'Asia,', 'the', 'Middle', 'East', 'and', 'Latin', 'America.', 'Boots,', 'which', 'is', 'part', 'of', 'US-listed', 'Walgreens', 'Alliance', 'Boots,', 'has...']","['Boots', 'keeps', 'Mothercare', 'brand', 'alive', 'in', 'UK', 'with', 'franchise', 'agreement']",UP
172,2019-12-13,"['In', '1984,', 'Ronald', 'Reagan', 'ran', 'a', 'TV', 'campaign', 'for', 'his', 'second', 'term', 'as', 'president', 'known', 'as', '“Morning', 'in', 'America”.', 'In', 'it,', 'a', 'calm...']","['The', 'UK', 'voted', 'for', 'capitalism', '—', 'now', 'go', 'out', 'and', 'buy', 'it']",UP
173,2019-12-13,"['...corporate', 'America.', 'The', 'row', 'underscores', 'how', 'a', 'prestigious', 'CV', 'that', 'would', 'have', 'once', 'been', 'an', 'asset', 'for', 'a...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
174,2019-12-13,"['...trees', 'in', 'the', 'US', '—', 'a', 'detail', 'that', 'would', 'have', 'pleased', 'Stoecker', 'himself,', 'whom', 'Bliss', 'describes', 'as', '“an', 'America-first', 'guy...']","['My', 'grandfather’s', 'dream', 'became', 'my', 'modern', 'Christmas', 'tree', 'business']",UP
175,2019-12-13,"['...America:', 'Five', 'Centuries', 'of', 'the', 'Pillage', 'of', 'a', 'Continent.', 'The', 'book,', 'originally', 'published', 'in', '1973,', 'briefly', 'became', 'a', 'bestseller...']","['The', 'Godfather', 'or', 'The', 'Hogfather?', 'The', 'pitfalls', 'of', 'giving', 'books']",UP
176,2019-12-13,"['Paul', 'Volcker', 'says,', 'in', '“', 'My', 'final', 'advice', 'for', 'America', 'at', 'a', 'time', 'of', 'ominous', 'threats”', '(December', '12):', '“I', 'trust', 'that', 'the...']","['Letter:', 'How', 'much', 'has', 'changed', 'since', 'Volcker', 'was', 'in', 'charge?']",UP
177,2019-12-13,"['...?', 'In', 'America,', 'grocery', 'stores', 'rise', 'to', 'the', 'occasion.', 'From', 'the', 'beginning', 'of', 'November,', 'single-brand', 'towers', 'appear', 'at', 'the...']","['When', 'the', 'taste', 'of', 'Christmas', 'comes', 'from', 'a', 'can']",UP
178,2019-12-13,"['...ties', 'to', 'corporate', 'America', 'should', 'disqualify', 'them', 'from', 'taking', 'on', 'Donald', 'Trump', 'in', 'next', 'year’s', 'election.', 'Ms', 'Warren', 'has...']","['Pete', 'Buttigieg', 'and', 'Elizabeth', 'Warren', 'battle', 'over', 'their', 'corporate', 'pasts']",UP
