,time,summary,title,trend
1046,2019-10-04,"['...weighing', 'heavily', 'on', 'the', 'minds', 'of', 'consumers,', 'brands', 'and', 'retailers.”', 'Within', 'the', 'month,', 'diesel', 'sales', 'continued', 'to', 'fall...']","['UK', 'new', 'car', 'sales', 'stuttered', 'in', 'September']",DOWN
1047,2019-10-04,"['...all', 'too', 'well', 'that', 'Britannia', 'has', 'a', 'habit', 'of', 'varying', 'her', 'texture', 'within', 'the', 'space', 'of', '10', 'yards', 'or', 'less.', 'For', '30', 'years', 'I', 'have...']","['What', 'to', 'plant', 'in', 'dry', 'shade']",DOWN
1048,2019-10-01,"['...because', 'of', 'a', 'sharp', 'decline', 'in', 'diesel', 'sales', 'across', 'Europe.', 'It', 'has', 'also', 'stopped', 'production', 'of', 'the', 'Infiniti', 'Q30,', 'a', 'premium...']","['Nissan', 'to', 'review', 'Sunderland', 'production', 'in', 'no-deal', 'Brexit']",UP
1049,2019-10-01,"['...replaced', 'by', 'diesel.', 'Homes,', 'once', 'heated', 'by', 'coal,', 'were', 'fitted', 'with', 'modern', 'gas', 'boilers.', 'In', '1991,', 'the', 'EU', 'lifted...']","['How', 'Britain', 'ended', 'its', 'coal', 'addiction']",UP
1050,2019-09-18,"['...diesel', 'or', 'petrol.', 'Ineos', 'aims', 'to', 'eventually', 'produce', '25,000', 'units', 'a', 'year', '—', 'a', 'low', 'number', 'in', 'an', 'industry', 'where', 'a...']","['Ineos', 'to', 'create', '1,000', 'jobs', 'and', 'boost', 'UK', 'car', 'industry']",DOWN
1051,2019-09-16,"['...away', 'from', 'its', 'own', 'refining', 'system.', 'This', 'will', 'necessitate', 'Saudi', 'Arabia', 'buying', 'more', 'gasoline,', 'diesel', 'and', 'jet', 'fuel', 'on', 'the...']","['Attack', 'on', 'Saudi', 'facility', 'exposes', 'world', 'economy’s', '‘Achilles', 'heel’']",UP
1052,2019-09-16,"['...,', 'Britannia!”,', '“Land', 'of', 'Hope', 'and', 'Glory”', '—', 'have', 'taken', 'on', 'a', 'new', 'slant.', 'Attending', 'this', 'glorified', 'concert', 'in', '2019', 'felt', 'quite...']","['Last', 'Night', 'of', 'the', 'Proms', '—', 'Jamie', 'Barton', 'brings', 'Pride', 'to', 'Proms', 'and', 'tears', 'to', 'the', 'eyes']",UP
1053,2019-09-05,"['...,', 'which', 'is', 'traditionally', 'quiet', 'ahead', 'of', 'the', 'September', 'number', 'plate', 'change,', 'the', 'trade', 'body', 'said.', 'Diesel', 'vehicle', 'sales...']","['Electric', 'car', 'demand', 'rises', 'but', 'consumer', 'gloom', 'hits', 'overall', 'market']",UP
1054,2019-09-05,"['...such', 'as', 'fine', 'dust', 'Nitrogen', 'dioxide', '(NO2)', 'mainly', 'results', 'from', 'burning', 'fuel,', 'such', 'as', 'in', 'diesel', 'vehicles.', 'It', 'can', 'aggravate...']","['How', 'safe', 'is', 'the', 'air', 'we', 'breathe?']",UP
1055,2019-08-30,"['...new', 'Mercedes-Benz', 'GLE', 'model', 'and', 'provisions', 'for', 'recalling', 'diesel', 'engines,', 'Kepler', 'said.', 'A', 'drop', 'in', 'Daimler’s', 'net', 'industrial...']","['Stocks', 'to', 'watch:', 'Deutsche', 'Wohnen,', 'Daimler,', 'Amigo,', 'Takeaway.com']",DOWN
1056,2019-08-30,"['...Yard', 'with', 'its', 'Diesel-Moroso', '“Cloudscape”', 'chairs;', 'my', 'children,', 'if', 'they', 'were', 'ever', 'to', 'come', 'with', 'us,', 'would', 'want', 'The', 'Clock...']","['The', 'Newt,', 'Somerset:', 'an', 'exclusive', 'first', 'review']",DOWN
1057,2019-08-30,"['...across', 'the', 'landscape', 'of', 'Europe,', 'had', 'more', 'simple', 'ditches', 'around', 'their', 'palisades', 'and', 'walls.', 'After', 'the', 'Romans', 'left', 'Britannia...']","['Me', 'and', 'my', 'moat:', 'living', 'inside', 'a', 'ring', 'of', 'water']",DOWN
1058,2019-08-30,"['...-year-old', 'boy', 'who', 'lived', 'in', 'Bombay', 'and', 'found', 'the', 'beginning', 'of', 'a', 'rainbow,', 'as', 'broad', 'and', 'wide', 'as', 'a', 'staircase.', 'The', 'boy', 'begins...']","['The', 'secret', 'gift', 'hidden', 'in', 'Salman', 'Rushdie’s', 'books']",DOWN
1059,2019-08-27,"['...the', 'company-threatening', 'crisis', 'in', '2015', 'over', 'diesel', 'emissions.', 'The', 'German', 'weekly', 'Der', 'Spiegel', 'once', 'described', 'worklife', 'at', 'VW...']","['Ferdinand', 'Piëch,', 'the', 'ruthless', 'engineer', 'who', 'built', 'Volkswagen']",DOWN
1060,2019-08-27,"['...we’re', 'praying', 'for.”', 'Kobo', 'offers', 'truck', 'financing,', 'discounts', 'on', 'diesel,', 'healthcare', 'and', 'school', 'fees', 'assistance,', 'per-trip...']","['Tech', 'start-ups', 'drive', 'change', 'for', 'Nigerian', 'truckers']",DOWN
1061,2019-08-23,"['...saving', 'the', 'planet', 'by', 'ditching', 'your', 'dirty', 'diesel', 'and', 'going', 'electric,', 'here', 'is', 'a', 'nasty', 'shock.', 'The', 'UK', 'parliament’s', 'science', 'and...']","['‘Greater', 'fool’', 'theory', 'drives', 'weird', 'world', 'of', 'negative', 'yields']",DOWN
1062,2019-08-23,"['....', 'GDP', 'growth', 'data', 'for', 'April', 'to', 'June,', 'which', 'will', 'be', 'announced', 'next', 'week,', 'is', 'expected', 'to', 'reveal', 'further', 'weakening.', 'The', 'Bombay...']","['India', 'embarks', 'on', 'car-buying', 'spree', 'to', 'boost', 'flagging', 'economy']",DOWN
1063,2019-08-21,"['...diesel.', 'Amrita', 'Sen,', 'of', 'Energy', 'Aspects,', 'said', 'reducing', 'emergency', 'stockpiles', 'at', 'a', 'time', 'when', 'tensions', 'with', 'Iran', 'are...']","['UK', 'to', 'halve', 'emergency', 'petroleum', 'stocks', 'after', 'no-deal', 'Brexit']",DOWN
1064,2019-08-20,"['...against', 'diesel', 'vehicles,', 'because', 'of', 'concern', 'about', 'their', 'role', 'in', 'air', 'pollution.', 'Yet', 'it', 'makes', 'sense', 'for', 'people', 'to...']","['Will', 'consumers', 'continue', 'to', 'prop', 'up', 'the', 'UK', 'economy?']",UP
1065,2019-07-18,"['...and', 'funny', '—', 'in', 'short,', '“Cool', 'Britannia”.', 'The', 'second', 'image', 'is', '“Downton', 'Abbey”:', '“an', 'arrogant,', 'exceptionalist,', 'ex-imperial...']","['How', 'Brexit', 'created', 'uncool', 'Britannia']",UP
1066,2019-07-12,"['It', 'is', 'an', 'axiom', 'of', 'empires,', 'even', 'evil', 'ones,', 'that', 'they', 'must', 'have', 'a', 'whiff', 'of', 'glamour', 'about', 'them.', 'But', 'it', 'was', 'a', 'fictional...']","['Empire', 'in', 'the', 'eyes', 'of', 'a', 'cad', '—', 'the', 'lessons', 'of', 'Flashman']",UP
1067,2019-07-12,"['...less', 'diverse.)', 'Of', 'the', 'original', '16-man', 'squad,', 'half', 'came', 'from', 'Bombay;', 'others', 'from', 'as', 'far', 'afield', 'as', 'Madras', 'and', 'Punjab.', 'It...']","['Cricket', 'Country', 'by', 'Prashant', 'Kidambi', '—', 'when', 'India', 'stepped', 'up']",UP
1068,2019-06-14,"['...Britannia', 'set', 'to', 'undulating', 'images', 'of', 'the', 'Union', 'Jack,', 'followed', 'by', 'a', 'gratifyingly', 'enormous', 'projection', 'of', 'Turkish', 'President...']","['Paris', 'Diary:', 'sad', 'selfies', 'at', 'Notre-Dame']",UP
1069,2019-05-30,"['...the', 'basin.', 'We', 'believe', 'in', 'simplicity', 'and', 'pace.”', 'Chevron', 'said', 'the', 'deal', 'included', 'stakes', 'in', 'its', 'Alba,', 'Alder,', 'Britannia...']","['Ithaca', 'Energy', 'to', 'buy', 'Chevron’s', 'North', 'Sea', 'business', 'in', '$2bn', 'deal']",DOWN
1070,2019-05-29,"['...continental', 'Europe', 'has', 'offered', 'ungrateful', 'Britannia.', 'Have', 'a', 'pleasant', 'week,', 'Jonathan', 'Guthrie', 'Head', 'of', 'Lex', '*In', 'The', 'Prince...']","['Lex', 'letter', 'from', 'London:', 'Boris', 'Johnson’s', 'CEO', 'effectiveness', 'tips']",UP
1071,2019-05-15,"['Beats', 'is', 'about', 'Cool', 'Britannia', 'and', 'its', 'anarchic', 'flipside.', 'Rave', 'parties;', 'ecstasy', 'pills;', 'and', 'the', 'throb-throb', 'music', 'that...']","['Beats', '—', 'a', 'story', 'of', 'rave', 'parties', 'and', 'police', 'clobberings']",DOWN
1072,2019-05-08,"['...,', 'which', 'nearly', 'collapsed', 'when', 'a', '£1.5bn', 'capital', 'shortfall', 'was', 'discovered', 'after', 'its', 'takeover', 'of', 'Britannia', 'Building', 'Society...']","['KPMG', 'pays', '£10m', 'in', 'fines', 'but', 'auditors', 'owe', 'the', 'public', 'more']",DOWN
1073,2019-05-08,"['...to', 'the', ""Co-op's"", 'disastrous', 'acquisition', 'of', 'Britannia.', 'The', 'building', ""society's"", 'bad', 'loans', 'played', 'a', 'significant', 'part', 'in', 'taking...']","['Opening', 'Quote:', 'KPMG', 'fined', 'again', '—', 'this', 'time', 'over', 'a', '2009', 'audit', 'of', 'Co-op', 'Bank']",DOWN
1074,2019-05-08,"['...the', 'belated', 'discovery', 'of', 'a', '£1.5bn', 'capital', 'black', 'hole', 'after', 'the', 'Co-op', 'Bank’s', '2009', 'acquisition', 'of', 'Britannia', 'Building...']","['KPMG', 'reprimanded', 'and', 'fined', '£5m', 'over', 'Co-op', 'Bank', 'audit']",DOWN
1075,2019-05-02,"['...Colombia,', 'says', 'a', 'man', 'working', 'for', 'her', 'employer', 'Britannia', 'Cleaning', 'Services,', 'heaped', 'pressure', 'on', 'her', 'and', 'others', 'to', 'undertake...']","['Foreign', 'cleaners', 'expose', 'lack', 'of', 'protection', 'in', 'UK', 'labour', 'market']",UP
1076,2019-04-18,"['...,', 'Chrysaor', 'will', 'become', 'operator', 'of', 'two', 'new', 'hubs', '—', 'Britannia', 'and', 'J', 'Block', 'in', 'the', 'central', 'North', 'Sea.', 'The', 'deal,', 'which', 'comes', 'as...']","['Chrysaor', 'strikes', '$2.7bn', 'deal', 'for', 'ConocoPhillips’', 'North', 'Sea', 'assets']",DOWN
1077,2019-04-12,"['...can', 'pervade', 'discussions', 'of', 'this', 'subject,', 'and', 'the', '“Cruel', 'Britannia”', 'section', 'of', 'the', 'display,', 'including', 'an', 'anti-Chinese...']","['Can', 'Brexit', 'Britain', 'still', 'laugh', 'at', 'itself?']",DOWN
1078,2019-03-13,"['...new', 'economy', '—', 'driving', 'Ubers,', 'delivering', 'pizzas,', 'running', 'phantom', 'ferry', 'companies.', 'Near-Brexit', 'Britain!', 'Rule', 'Britannia...']","['Tory', 'MPs', 'vote', 'with', 'their', 'feet', 'as', 'Philip', 'Hammond', 'sets', 'out', 'his', 'plans']",DOWN
1079,2019-03-08,"['...strings', 'and', 'winsome', 'folk', 'to', 'harsh,', 'thudding', 'electronica.', 'There', 'is', 'a', 'narrative', 'thread', 'of', 'sorts,', 'with', 'a', '“fair', 'maiden”...']","['Arcadia', 'on', 'BBC', 'Four', 'is', 'an', 'evocative', 'lament', 'for', 'rural', 'Britain', '—', 'with', 'a', 'nightmarish', 'streak']",DOWN
1080,2019-03-08,"['...nationality.', 'Saadat', 'Hasan', 'Manto', 'was', 'born', 'in', 'Ludhiana', 'in', 'undivided', 'Punjab,', 'lived', 'in', 'Bombay', 'for', 'many', 'years,', 'and', 'moved', 'to...']","['India-Pakistan:', 'open', 'a', 'book', 'and', 'you', 'open', 'minds']",DOWN
1081,2019-02-28,"['...by', 'bondholders', 'in', '2017.', 'The', 'bank', 'first', 'ran', 'into', 'trouble', 'after', 'the', '2009', 'takeover', 'of', 'Britannia', 'Building', 'Society', 'left', 'it...']","['Co-op', 'Bank', 'vows', 'return', 'to', 'profitability', 'under', 'growth', 'plan']",DOWN
1082,2019-02-28,"['...equity', 'markets', 'have', 'remained', 'calm,', 'with', 'the', 'Bombay', 'Stock', 'Exchange', 'opening', 'slightly', 'up', 'on', 'Thursday.', '“The', 'market', 'hasn’t...']","['India', 'demands', 'release', 'of', 'air', 'force', 'pilot', 'captured', 'by', 'Pakistan']",DOWN
1083,2019-02-08,"['...Britannia', 'Trust,', 'the', 'heritage', 'charity', 'that', 'maintains', 'as', 'a', 'tourist', 'attraction', 'the', 'yacht', 'used', 'by', 'the', 'British', 'royal', 'family...']","['The', 'lighthouse', 'supply', 'ship', 'reborn', 'as', 'Edinburgh’s', 'newest', 'luxury', 'hotel']",UP
1084,2019-02-08,"['Shares', 'in', 'Indian', 'carmaker', 'Tata', 'Motors', 'tumbled', 'as', 'much', 'as', '30', 'per', 'cent', 'on', 'the', 'Bombay', 'Stock', 'Exchange,', 'the', 'largest', 'drop', 'in...']","['Tata', 'Motors', 'shares', 'fall', 'by', 'most', 'in', '26', 'years', 'after', 'JLR', 'loss']",UP
1085,2019-02-01,"['...infectious', 'sense', 'of', 'humour', 'and', 'ending', 'with', 'the', 'upbeat', 'vision', 'of', 'Britannia', 'emerging', 'from', 'the', 'recently', 'opened', 'Channel...']","['Vox', 'Luminis:', 'Purcell’s', 'King', 'Arthur', '—', 'Vox', 'Luminis', 'give', 'a', 'fresh', 'take', 'on', 'the', 'imaginative', 'semi-opera']",DOWN
1086,2019-01-16,"['...reads', 'from', 'around', 'Europe', '“A', 'second', 'Brexit', 'referendum', 'would', 'be', 'far', 'too', 'dangerous”', '—', 'Der', 'Spiegel', '“Quo', 'Vadis,', 'Britannia?', 'What...']","['A', 'brief', 'guide', 'to', 'confidence', 'votes']",DOWN
1087,2019-01-16,"['...Spiegel', '“Quo', 'Vadis,', 'Britannia?', 'What', 'do', 'you', 'want?”', '—', 'Die', 'Welt', '“The', 'British', 'prime', 'minister', 'has', 'shown', 'her', 'incapacity', 'to', 'lead...']","['The', 'meaning', 'of', 'the', 'vote']",DOWN
1088,2019-01-11,"['...Britannia,', 'a', 'book', 'by', 'Danny', 'Dorling', 'and', 'Sally', 'Tomlinson', 'that', 'explains', 'the', 'Brexit', 'vote', 'as', 'the', 'culmination', 'of...']","['Is', 'Brexit', 'the', 'result', 'of', 'post-imperial', 'arrogance?']",DOWN
1089,2019-01-11,"['...whiff', 'of', 'past', 'glories,', 'when', 'Britannia', 'ruled', 'the', 'waves.', 'Rifkind,', 'however,', 'insists', 'that', 'the', 'UK', 'is', 'not', '“besotted', 'with...']","['Where', 'should', 'Britain', 'go', 'post-Brexit?']",DOWN
1090,2018-12-28,"['...few', 'are', 'embracing', 'the', 'apparel', 'of', 'Cool', 'Britannia.', 'Some', 'fashion', 'moments', 'are', 'not', 'fated', 'to', 'return.', 'Sporty', 'Spice:', 'athleisure...']","['Viva', 'forever', '—', 'the', 'Spice', 'Girls’', 'style', 'comeback']",DOWN
1091,2018-12-13,"['...fantasy', 'that', 'Britannia', 'can', 'still', 'rule', 'the', 'world.', 'Brexit', 'has', 'become', 'the', 'private', 'property', 'of', 'the', 'Tory', 'party.', 'Scotland,', 'a...']","['Theresa', 'May’s', 'last', 'path', 'to', 'an', 'orderly', 'Brexit']",UP
1092,2018-11-16,"['...with', 'the', 'lavish', 'vision', 'of', 'a', 'Britannia', 'Unchained', 'set', 'out', 'by', 'Brexiters', 'in', 'the', 'campaign.', 'The', 'Chequers', 'agreement', 'secured...']","['Jo', 'Johnson:', 'the', 'inside', 'story', 'of', 'Brexit', 'and', 'where', 'it', 'all', 'went', 'wrong']",DOWN
1093,2018-11-06,"['...short-run', 'fix.”', 'Many', 'of', 'the', 'Co-op', 'bank’s', 'troubles', 'stem', 'from', 'its', 'disastrous', 'takeover', 'of', 'Britannia', 'Building', 'Society', 'in', '2009...']","['Co-operative', 'Bank', 'readies', 'for', 'growth', 'after', 'years', 'of', 'turmoil']",DOWN
1094,2018-11-02,"['...?', 'Which', 'town', 'in', 'Devon', 'is', 'home', 'to', 'Britain’s', 'naval', 'academy,', 'the', 'Britannia', 'Royal', 'Naval', 'College?', 'Before', 'Theresa', 'May,...']","['FT', 'Weekend', 'Quiz:', 'Madonna,', 'Hollywood', 'and', '‘The', 'Lion', 'King’']",DOWN
1095,2018-10-22,"['...fields', 'and', 'Finlaggan', 'tied', 'back', 'to', 'facilities', 'at', 'the', 'ConocoPhillips-operated', 'Britannia', 'platform', '—', 'in', 'which', 'it...']","['North', 'Sea', 'new', 'investments', 'reach', 'three-year', 'high']",UP
1096,2018-10-22,"['...”,', 'citing', 'the', 'acquisition', 'of', 'a', '9', 'per', 'cent', 'interest', 'in', 'the', 'ConocoPhillips-operated', 'Britannia', 'platform', 'last', 'month,', 'which...']","['Zennor', 'gains', 'regulator', 'approval', 'for', 'Finlaggan', 'gasfield']",UP
1097,2018-10-01,"['To', 'a', 'stirring', 'blast', 'of', '“Rule', 'Britannia”', 'and', 'a', 'cascade', 'of', 'red,', 'white', 'and', 'blue', 'ticker-tape', 'over', 'the', 'audience,', 'a', 'beaming...']","['Sex,', 'power', 'and', 'politics', 'in', 'Pinter', 'at', 'the', 'Pinter']",UP
1098,2018-09-26,"['...economics', 'of', 'the', '19th', 'century,', 'daydreaming', 'about', 'a', 'Britannia', 'that', 'both', 'rules', 'the', 'waves', 'and', 'waives', 'the', 'rules.”', '(Surely...']","['Jeremy', 'Corbyn’s', 'effective', 'rhetoric', 'for', 'the', 'many,', 'not', 'the', 'few']",DOWN
1099,2018-09-21,"['...softer', 'and', 'more', 'malleable', 'than', 'the', 'other', 'types,', 'Britannia', 'and', 'sterling.', 'Fine', 'silver’s', 'ductility', 'allows', 'Suzuki', 'to', 'pursue', 'a...']","['Quick', 'silver:', 'the', 'art', 'of', 'Hiroshi', 'Suzuki']",UP
1100,2018-09-21,"['...,', 'in', 'the', '1990s.', 'Back', 'then', 'it', 'was', 'Cool', 'Britannia,', 'buoyant', 'and', 'confident.', 'Now', 'it', 'is', 'anything', 'but.', 'Will', 'the', 'world', 'care', 'for...']","['Burberry', '—', 'barometer', 'of', 'Britain?']",UP
1101,2018-09-21,"['...people', 'to', 'consume.', '“Children’s', 'education', '—', '[is', 'that]', 'consumption?”', 'he', 'asks.', 'Today,', 'Ujjivan,', 'which', 'listed', 'on', 'the', 'Bombay...']","['Indian', 'microfinance', 'gives', 'birth', 'to', 'smaller', 'banking', 'model']",UP
1102,2018-08-10,"['...exposing', 'itself', 'to', 'large', 'numbers', 'of', 'bad', 'property', 'loans', 'with', 'a', 'disastrous', 'takeover', 'of', 'Britannia', 'Building', 'Society', 'during', 'the...']","['Co-Op', 'Bank', 'on', 'hunt', 'for', 'fourth', 'CFO', 'in', 'three', 'years']",DOWN
1103,2018-08-10,"['...an', 'absolute', 'role', 'model,”', 'said', 'Madhu', 'Kannan,', 'Uber’s', 'chief', 'business', 'officer', 'in', 'India', 'and', 'former', 'head', 'of', 'the', 'Bombay', 'Stock...']","['Week', 'in', 'review,', 'August', '11']",DOWN
1104,2018-07-09,"['...inherited', 'through', 'the', '2009', 'acquisition', 'of', 'Britannia', '—', 'opened', 'up', 'gaping', 'holes', 'all', 'over', 'its', 'balance', 'sheet.', 'Early', 'last', 'year...']","['Andrew', 'Bester', 'hopes', 'it’s', 'fifth', 'time', 'lucky', 'at', 'Co-op', 'Bank']",DOWN
1105,2018-07-09,"['...-operative,', 'which', 'lost', '£140.3m', 'in', '2017.', 'The', 'Co-op’s', 'troubles', 'started', 'with', 'the', 'disastrous', 'takeover', 'of', 'Britannia', 'Building...']","['Co-op', 'Bank', 'names', 'fifth', 'chief', 'executive', 'in', 'seven', 'years']",DOWN
1106,2018-07-09,"['...was', 'spun', 'out', 'of', 'its', 'parent', 'company', 'in', '1994', 'and', 'then', 'listed', 'on', 'the', 'Bombay', 'Stock', 'Exchange.', 'Its', 'early', 'lending', 'activity...']","['HDFC', 'muscles', 'through', 'India’s', 'debt', 'crisis', 'to', 'build', 'brand']",DOWN
1107,2018-07-04,"['...being', 'put', 'up', 'for', 'sale', 'include', 'its', 'stakes', 'in', 'the', 'Britannia', 'platform', 'and', 'its', 'satellites,', 'alongside', 'the', 'Jade,', 'Erskine,', 'Elgin...']","['Chevron', 'puts', 'North', 'Sea', 'assets', 'on', 'the', 'block']",DOWN
1108,2018-06-07,"['...with', 'its', 'IT', 'systems', 'and', 'faced', 'losses', 'from', 'mortgage', 'defaults', 'stemming', 'from', 'its', 'ill-judged', 'takeover', 'of', 'Britannia', 'Building...']","['Co-operative', 'Bank', 'chief', 'Liam', 'Coleman', 'to', 'step', 'down']",UP
1109,2018-05-30,"['...Britannia!', 'Today’s', 'Lombard', 'column', 'asks', 'what', 'JAB’s', 'deal', 'for', 'Pret', 'A', 'Manger', 'means', 'for', 'Whitbread’', 's', 'Costa', 'Coffee:...']","['Opening', 'Quote:', 'Sorrell’s', 'back...', 'and', 'this', 'time', 'it’s', 'generational']",DOWN
1110,2018-05-16,"['...Mauditt,', 'head', 'confectioner', 'at', 'Buckingham', 'Palace,', 'it', 'was', 'decorated', 'with', 'icing', 'figures', 'of', 'Britannia', 'blessing', 'the', 'bride', 'and...']","['Polly', 'Russell', 'on', 'the', 'delectable', 'history', 'of', 'royal', 'wedding', 'cakes']",UP
1111,2018-05-10,"['...Britannia', 'ruled', 'the', 'waves,', 'it', 'schooled', 'for', 'empire.', 'After', 'Irish', 'independence', 'in', 'the', '1920s', 'the', 'university', 'took...']","['Hidden', 'treasure', 'in', 'Dublin', 'houses', 'a', 'thriving', 'community']",DOWN
1112,2018-03-14,"['...stem', 'from', 'the', 'disastrous', 'takeover', 'of', 'Britannia', 'Building', 'Society', 'in', '2009,', 'which', 'exposed', 'it', 'to', 'large', 'numbers', 'of', 'bad...']","['Co-Op', 'Bank', 'narrows', 'annual', 'loss', 'after', 'second', 'half', 'improvement']",DOWN
1113,2018-03-09,"['Suede', 'were', 'once', 'described', 'by', 'the', 'music', 'press', 'as', '“the', 'most', 'humourless', 'band', 'since', 'Joy', 'Division”,', 'an', 'accolade', 'that', 'lead...']","['Coal', 'Black', 'Mornings', 'by', 'Brett', 'Anderson', '—', 'uncool', 'Britannia']",DOWN
1114,2018-03-06,"['...2009:', 'Co-operative', 'Bank', 'and', 'Britannia', 'Building', 'Society', 'agree', 'merger.', 'Britannia', 'chief', 'executive', 'Neville...']","['Ex-Co-op', 'Bank', 'boss', 'banned', 'from', 'City', 'over', 'drugs', 'and', 'sex', 'chatlines']",DOWN
1115,2018-03-06,"['...finally', 'came', 'to', 'life', 'in', 'January', '2017', 'when', 'BSE', '—', 'formerly', 'known', 'as', 'the', 'Bombay', 'Stock', 'Exchange', '—', 'launched', 'GIFT', 'City’s', 'first...']","['India', 'bets', 'on', 'new', 'financial', 'centre', 'to', 'challenge', 'Singapore']",DOWN
1116,2018-02-16,"['....', 'Britannia', '(Sky', 'Atlantic),', 'which', 'this', 'rather', 'resembles,', 'manages', 'the', 'switch', 'between', 'the', 'mundane', 'and', 'the', 'otherworldly', 'with...']","['Troy:', 'Fall', 'of', 'a', 'City,', 'BBC1', '—', 'it', 'won’t', 'end', 'well']",UP
1117,2018-02-16,"['...Friday,', 'the', 'official', 'said.', 'Shares', 'in', 'the', 'company', 'fell', '20', 'per', 'cent', 'on', 'the', 'Bombay', 'Stock', 'Exchange', 'Friday,', 'and', 'are', 'now', 'down...']","['India', 'expands', 'probe', 'into', 'alleged', '$1.8bn', 'bank', 'fraud']",UP
1118,2018-02-15,"['...yacht', 'Britannia,', 'colonialism', '—', 'the', 'UK', 'of', '60', 'years', 'ago', 'in', 'essence.', 'Having', 'spent', 'recent', 'weeks', 'down', 'under,', 'I', 'now', 'see', 'how...']","['Can', 'anyone', 'halt', 'Australia’s', 'march', 'towards', 'a', 'republic?']",DOWN
1119,2018-02-15,"['...22', 'per', 'cent', 'since', 'it', 'was', 'revealed', 'on', 'Wednesday.', 'Last', 'week,', 'the', 'bank', 'informed', 'the', 'Bombay', 'Stock', 'Exchange', 'it', 'had', 'uncovered', 'a...']","['Indian', 'jewellery', 'tycoon', 'linked', 'to', 'alleged', '$1.77bn', 'bank', 'fraud']",DOWN
1120,2018-02-09,"['In', 'January', '1842,', 'Charles', 'Dickens,', 'his', 'wife', 'and', 'her', 'maid', 'boarded', 'the', 'RMS', 'Britannia', 'in', 'Liverpool.', 'Their', 'destination', 'was...']","['Ocean', 'liner', 'interiors:', 'from', 'first-class', 'cabins', 'to', 'Art', 'Deco', 'lounges']",DOWN
1121,2018-02-08,"['....', 'For', 'Brexit.', 'For', 'Britain.', 'Floreat', 'Britannia.', 'Fulfil', 'your', 'destiny.', 'Carry', 'out', 'the', 'will', 'of', 'the', 'people.', 'We', 'are', 'the', 'dream', 'team...']","['Boris', 'Johnson', 'and', 'pals', '—', 'the', 'Brexit', 'dream', 'team', 'is', 'back']",DOWN
1122,2018-02-08,"['...,', 'the', 'Scot', 'who', 'composed', '“Rule,', 'Britannia!”', 'in', '1740,', 'presents', 'him', 'as', 'combining', 'eager', 'support', 'for', 'British', 'integration', 'with', 'a...']","['The', 'invention', 'of', 'Scotland']",DOWN
1123,2018-02-02,"['...of', 'the', 'mesmerising', 'dystopian', 'zoo', 'that', 'has', 'invaded', 'Britannia', 'Street’s', 'dignified', 'volumes.', 'Elk,', 'giraffes,', 'wolves,', 'turtles...']","['The', 'dystopian', 'vision', 'of', 'Nancy', 'Rubins’', 'junkyard', 'zoo']",UP
1124,2018-01-12,"['...again', 'turns', 'to', 'matters', 'of', 'national', 'identity', 'in', 'the', 'epic', 'new', 'series', 'Britannia', '(Thursday,', '9pm,', 'Sky', 'Atlantic/Amazon),', 'this...']","['Britannia', '—', 'Jez', 'Butterworth’s', 'epic', 'challenger', 'to', 'Game', 'of', 'Thrones’s', 'crown']",DOWN
1125,2018-01-12,"['...Kitchen', 'and', 'the', 'Monk,', 'provide', 'an', 'eerie', 'backdrop', 'to', 'several', 'scenes', 'in', 'Britannia.', 'They', 'are', 'popular', 'with', 'climbers...']","['On', 'location:', '‘Britannia’']",DOWN
1126,2017-12-13,"['...shutdown', 'of', 'the', 'Forties', 'Pipeline', 'System', 'caused', 'the', 'closure', 'of', 'the', 'British', 'North', 'Sea', 'Elgin-Franklin', 'and...']","['UK', 'natural', 'gas', 'price', 'hovers', 'near', '4-year', 'peak']",UP
1127,2017-12-08,"['...novel,', 'Rule', 'Britannia', '(1972):', 'a', '“strangely', 'prescient”', 'political', 'satire', 'set', 'several', 'decades', 'in', 'the', 'future.', '“Britain’s...']","['Beneath', 'Another', 'Sky', 'by', 'Norman', 'Davies', '—', 'letters', 'home']",DOWN
1128,2017-12-07,"['....', 'The', 'false', 'promises', 'and', 'Rule', 'Britannia', 'platitudes', 'of', 'leading', 'Brexiters', 'have', 'dissolved', 'on', 'contact', 'with', 'the', 'facts', 'of...']","['Harsh', 'lessons', 'for', 'the', 'next', 'phase', 'of', 'Brexit']",UP
1129,2017-11-07,"['...people', '(“Britannia', 'rule', 'the', 'waves”', 'is', 'an', 'imperative', 'singular', 'rather', 'than', 'an', 'indicative', 'plural).', 'That', 'does', 'not', 'invalidate...']","['Exposing', 'all', 'the', 'subtleties', 'of', 'the', 'English', 'language']",DOWN
1130,2017-11-03,"['...during', 'a', 'visit', 'to', 'Britannia', 'Naval', 'College.', 'After', 'the', 'closure', 'of', 'Dartmouth', 'Pottery', 'in', '2002,', 'the', 'production', 'of', 'the', 'Gluggle...']","['Design', 'classic:', 'Gluggle', 'Jug']",UP
1131,2017-11-03,"['...made', 'his', 'bones', 'as', 'a', 'flamboyant', 'poet,', 'younger', 'than', 'the', 'other', 'Bombay', 'poets', '—', 'Dom', 'Moraes,', 'Nissim', 'Ezekiel,', 'Arun', 'Kolatkar...']","['Why', 'writers', 'like', 'to', 'write', 'about', 'writers']",UP
