,time,summary,title,trend
167,2019-12-18,"['...undergoing', 'a', 'period', 'of', 'transformation', 'not', 'seen', 'since', 'the', 'advent', 'of', 'the', 'first', 'mass-produced', 'cars', 'in', 'the', 'early', '20th', 'century...']","['Fiat', 'Chrysler', 'and', 'Peugeot', 'agree', 'to', 'merge', 'in', 'giant', 'auto', 'deal']",UP
168,2019-12-18,"['...failures', 'did', 'not', 'result', 'directly', 'in', 'anyone’s', 'death.', 'Although', 'VW', 'suffered', 'a', 'reputational', 'blow', 'it', 'continued', 'to', 'sell...']","['Boeing', 'needs', 'to', 'transform', 'the', 'way', 'it', 'operates']",UP
169,2019-12-18,"['...B&O', 'sound', 'system.', ""It's"", 'hard', 'to', 'imagine', 'Ferrari', 'selling', 'many', 'cars', 'by', 'slapping', 'badges', 'and', 'body', 'kits', 'on', 'to', 'Alfa...']","['Bang', '&', 'Olufsen:', 'cracked', 'record']",UP
170,2019-12-18,"['...striking', 'or', 'protesting.', 'Parisians', 'and', 'those', 'living', 'in', 'the', 'suburbs', 'have', 'taken', 'to', 'sharing', 'cars', 'to', 'commute,', 'as...']","['December', 'strikes', 'in', 'Paris:', 'travel', 'disruptions', 'to', 'look', 'out', 'for']",UP
171,2019-12-18,"['...downturn.', 'He', 'has', 'restructured', 'the', 'Gothenburg-based', 'company,', 'which', 'is', 'separate', 'from', 'the', 'Chinese-owned', 'Volvo...']","['Volvo', 'sells', 'struggling', 'Japan', 'unit', 'UD', 'Trucks', 'to', 'Isuzu', 'Motors']",UP
172,2019-12-18,"['...cars', 'and', 'other', 'connected', 'devices.', 'The', '27', 'companies', 'that', 'signed', 'a', 'letter', 'to', 'the', 'Commission', 'also', 'includes', 'Ford,', 'Continental...']","['Opening', 'Quote:', 'Overhauling', 'audits:', 'Brydon', 'review', 'proposes', 'sweeping', 'changes']",UP
173,2019-12-18,"['...95g', 'per', 'kilometre.', 'To', 'hit', 'the', 'targets,', 'they', 'must', 'sell', 'a', 'large', 'number', 'of', 'electric', 'cars', 'that', 'the', 'vast', 'majority', 'of...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
174,2019-12-18,"['...,', 'in', 'autonomous', 'cars.', 'So', 'what', 'is', 'to', 'be', 'done?', 'There', 'is', 'little', 'talk', 'of', 'a', 'merger.', '“I', 'don’t', 'think', 'there’s', 'a', 'need', 'for', 'a...']","['EU', 'needs', 'common', 'telecoms', 'rules', 'to', 'thwart', 'Huawei’s', '5G', 'threat']",UP
175,2019-12-18,"['...still', 'clustered', 'in', 'countries', 'that', 'offer', 'generous', 'incentives.', 'Instead,', 'consumers', 'are', 'shunning', 'diesel', 'in', 'favour', 'of...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
176,2019-12-18,"['...has', 'made', 'lower', 'petrol', 'prices', 'a', 'central', 'part', 'of', 'his', 'pitch', 'to', 'voters,', 'and', 'in', 'Saudi', 'Arabia', 'he', 'has', 'a', 'powerful', 'ally', 'heavily...']","['Betting', 'on', 'a', 'rise', 'in', 'crude', 'remains', 'a', 'risky', 'gambit']",UP
177,2019-12-18,"['...secured', 'nearly', '5,000', 'orders.', 'There', 'are', 'some', 'similarities', 'too', 'with', 'the', 'diesel', 'emission-cheating', 'scandal', 'at', 'Volkswagen.', 'Both...']","['Boeing', 'needs', 'to', 'transform', 'the', 'way', 'it', 'operates']",UP
178,2019-12-18,"['...still', 'clustered', 'in', 'countries', 'that', 'offer', 'generous', 'incentives.', 'Instead,', 'consumers', 'are', 'shunning', 'diesel', 'in', 'favour...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
179,2019-12-18,"['Brazilian', 'police', 'have', 'searched', 'the', 'local', 'offices', 'of', 'Maersk,', 'the', 'world’s', 'largest', 'container', 'shipping', 'company,', 'in...']","['Maersk', 'offices', 'raided', 'in', 'Brazil', 'over', 'Petrobras', 'bribe', 'probe']",UP
180,2019-12-18,"['...performance', 'at', 'the', 'rail', 'franchise.', 'Scotland’s', 'Transport', 'Secretary', 'Michael', 'Matheson', 'on', 'Wednesday', 'told', 'MSPs', 'that', 'the', 'extra...']","['Abellio’s', 'ScotRail', 'contract', 'to', 'end', 'three', 'years', 'early']",UP
181,2019-12-18,"['Chancellor', 'Angela', 'Merkel', 'has', 'criticised', 'US', 'sanctions', 'against', 'the', 'new', '$9.5bn', 'pipeline', 'that', 'will', 'transport', 'Russian', 'gas', 'to...']","['Angela', 'Merkel', 'hits', 'out', 'at', 'US', 'sanctions', 'on', 'Nord', 'Stream', '2', 'pipeline']",UP
182,2019-12-18,"['Boeing’s', 'handling', 'of', 'events', 'following', 'the', 'two', 'deadly', 'crashes', 'of', 'its', 'bestselling', 'aircraft,', 'the', '737', 'Max,', 'will', 'provide', 'a...']","['Boeing', 'needs', 'to', 'transform', 'the', 'way', 'it', 'operates']",UP
183,2019-12-18,"['...days.', 'Thalys', 'services', 'linking', 'Paris', 'to', 'Brussels,', 'Amsterdam', 'and', 'Cologne,', 'have', 'been', 'only', 'partly', 'affected.', 'Paris', 'transport...']","['December', 'strikes', 'in', 'Paris:', 'travel', 'disruptions', 'to', 'look', 'out', 'for']",UP
184,2019-12-18,"['...group', 'Transport', '&', 'Environment.', 'She', 'argues', 'that', 'carmakers', 'pushed', 'SUVs', 'because', 'they', 'make', 'more', 'profit', 'than', 'traditional...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
185,2019-12-18,"['...and', 'insufficient', 'customer', 'interest,', 'as', 'the', 'companies’', 'chief', 'executives', 'refocus', 'on', 'selling', 'premium', 'vehicles.', 'The', 'German...']","['BMW,', 'Daimler', 'reverse', 'out', 'of', 'car-sharing', 'venture']",UP
186,2019-12-18,"['...ability', 'to', 'invest', 'in', 'new', 'technologies', 'set', 'to', 'define', 'vehicles', 'of', 'the', 'future.', 'Its', 'sales', 'of', '8.7m', 'vehicles', 'a...']","['Fiat', 'Chrysler', 'and', 'Peugeot', 'agree', 'to', 'merge', 'in', 'giant', 'auto', 'deal']",UP
187,2019-12-18,"['...,', 'which', 'would', 'be', 'the', 'largest', 'unlisted', 'infrastructure', 'vehicles', 'ever', 'raised.', '“It', 'is', 'clear', 'that', 'infrastructure', 'fund', 'managers...']","['Sun', 'Life', 'to', 'buy', 'InfraRed', 'Capital', 'for', '$390m']",UP
188,2019-12-18,"['...since', '2009', 'in', 'industries', 'from', 'banking', 'and', 'finance', 'to', 'motor', 'vehicles', 'and', 'real', 'estate,', 'according', 'to', 'Dealogic', 'data.', 'It...']","['Liu', 'Chuanzhi', 'to', 'step', 'down', 'as', 'chairman', 'of', 'China’s', 'Legend', 'Holdings']",UP
189,2019-12-18,"['...of', 'a', 'possible', '“chain', 'reaction”', 'of', 'defaults', 'among', 'the', 'country’s', 'thousands', 'of', 'local', 'government', 'financing', 'vehicles', 'after', 'one...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
190,2019-12-18,"['...the', 'need', 'for', 'hefty', 'investments', 'in', 'the', 'next', 'few', 'years', 'due', 'to', 'the', 'rise', 'of', 'electric', 'and', 'self-driving', 'vehicles', 'just...']","['Volvo', 'sells', 'struggling', 'Japan', 'unit', 'UD', 'Trucks', 'to', 'Isuzu', 'Motors']",UP
191,2019-12-18,"['...thousands', 'of', 'local', 'government', 'financing', 'vehicles', 'after', 'one', 'of', 'these', 'entities', 'nearly', 'missed', 'a', 'payment', 'this...']","['China', 'warned', 'of', 'local', 'debt', 'vehicle', 'default', 'risk']",UP
192,2019-12-18,"['...issuers', 'ranging', 'from', 'private', 'factories', 'to', 'government', 'investment', 'vehicles,', 'hurt', 'by', 'a', 'slowing', 'economy,', 'run', 'into...']","['China', 'vulture', 'funds', 'feast', 'as', 'corporate', 'defaults', 'rise']",UP
193,2019-12-18,"['...expenditure', 'required', 'for', 'the', 'development', 'of', 'electric', 'vehicles', 'and', 'self-driving', 'systems.', 'New', 'York', 'Life', 'Insurance...']","['Opening', 'Quote:', 'Overhauling', 'audits:', 'Brydon', 'review', 'proposes', 'sweeping', 'changes']",UP
194,2019-12-18,"['...switching', 'to', 'heavier', 'sports', 'utility', 'vehicles.', 'The', 'result', 'is', 'that,', 'since', '2017,', 'CO2', 'emissions', 'from', 'cars', 'have', 'been', 'rising...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
195,2019-12-18,"['...and', 'insufficient', 'customer', 'interest,', 'as', 'the', 'companies’', 'chief', 'executives', 'refocus', 'on', 'selling', 'premium', 'vehicles.', 'The', 'German...']","['BMW,', 'Daimler', 'reverse', 'out', 'of', 'car-sharing', 'venture']",UP
196,2019-12-18,"['....', 'German', 'and', 'Russian', 'officials', 'reacted', 'with', 'anger.', '“European', 'energy', 'policy', 'is', 'decided', 'in', 'Europe,', 'not', 'the', 'US,”...']","['Angela', 'Merkel', 'hits', 'out', 'at', 'US', 'sanctions', 'on', 'Nord', 'Stream', '2', 'pipeline']",UP
197,2019-12-18,"['German', 'business', 'confidence', 'rose', 'to', 'a', 'six-month', 'high', 'in', 'December,', 'according', 'to', 'a', 'closely', 'watched', 'survey', 'of', 'executives...']","['German', 'business', 'confidence', 'rises', 'at', 'end', 'of', 'rocky', 'year']",UP
198,2019-12-18,"['...Penguin', 'Random', 'House', 'to', 'its', 'joint', 'venture', 'partner', 'Bertelsmann,', 'the', 'German', 'media', 'group.', 'But', 'just', 'as', 'defining', 'for', 'Mr...']","['Pearson', 'chief', 'John', 'Fallon', 'to', 'retire', 'next', 'year']",UP
199,2019-12-18,"['...', 'internecine', 'feud', 'that', 'marred', 'the', 'end', 'of', 'Mario', 'Draghi’s', 'time', 'as', 'its', 'president.', 'In', 'September', 'the', 'heads', 'of', 'the...']","['ECB', 'urged', 'to', 'end', 'secrecy', 'over', 'policy', 'votes']",UP
200,2019-12-18,"['...central', 'areas.', 'Several', 'German', 'cities', 'including', 'Hamburg,', 'Berlin', 'and', 'Stuttgart—', 'the', 'home', 'of', 'Porsche', 'and', 'Mercedes...']","['Can', 'European', 'carmakers', 'accelerate', 'electric', 'transition?']",UP
201,2019-12-18,"['...merger', '—', 'perhaps', 'because', 'the', 'two', 'companies', 'are', 'not', 'French', 'and', 'German.', 'The', 'EU', 'has', 'already', 'funnelled', 'about', '€700m', 'to', '5G', 'R&D...']","['EU', 'needs', 'common', 'telecoms', 'rules', 'to', 'thwart', 'Huawei’s', '5G', 'threat']",UP
202,2019-12-17,"['...companies', 'such', 'as', 'Volkswagen', 'were', 'treated', 'by', 'asset', 'managers,', 'meaning', 'that', 'money', 'could', 'flow', 'out', 'of', 'low-graded', 'companies', 'in...']","['How', 'will', 'the', 'EU’s', 'system', 'for', 'classifying', 'green', 'investments', 'work?']",UP
203,2019-12-17,"['...national', 'security', 'concerns.', 'Germany’s', 'major', 'carmakers,', 'such', 'as', 'BMW', 'and', 'Volkswagen,', 'are', 'using', 'Baidu’s', 'Apollo', 'self-driving...']","['China’s', 'security', 'concerns', 'over', 'autonomous', 'cars']",UP
204,2019-12-17,"['...coal', 'addictionSouth', 'Korea', 'targets', 'hydrogen', 'economy,', 'from', 'cars', 'to', 'cities...']","['COP25:', 'a', 'new', 'carbon', 'market', 'offers', 'hope', 'for', 'Asia’s', 'forests']",UP
205,2019-12-17,"['...development', 'of', 'self-driving', 'cars', 'and', 'other', 'connected', 'devices.', 'The', 'companies', 'are', 'part', 'of', 'an', 'unusually', 'broad', 'coalition', 'of...']","['Apple,', 'Cisco,', 'Daimler', 'and', 'BMW', 'complain', 'to', 'Brussels', 'over', 'patents']",UP
206,2019-12-17,"['The', 'City', 'of', 'London', 'will', 'bring', 'in', 'the', 'UK’s', 'first', 'full-time', 'ban', 'on', 'all', 'petrol', 'and', 'diesel', 'cars', 'from', 'early', 'next', 'year,', 'as...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
207,2019-12-17,"['...neighbouring', 'Sweden', '—', 'where', 'Geely', 'owns', 'Volvo', 'Cars', 'in', 'one', 'of', 'the', 'most', 'high-profile', 'Chinese', 'acquisitions', 'overseas', '—', 'over...']","['Saxo', 'Bank', 'targets', 'Chinese', 'market', 'with', 'Geely', 'joint', 'venture']",UP
208,2019-12-17,"['...European', 'countries.', 'Industrial', 'strategy', 'is', 'in', 'fashion', 'again,', 'at', 'least', 'when', 'it', 'comes', 'to', 'batteries', 'for', 'electric...']","['Football', 'needs', 'an', 'industrial', 'strategy']",UP
209,2019-12-17,"['....', '‘Can', 'we', 'just', 'declare', 'German', 'cars', 'are', 'not', 'safe?’', 'Fresh', 'from', 'announcing', 'a', 'stopgap', 'trade', 'truce', 'with', 'the', 'USM', 'on', 'Friday,', 'the...']","['China’s', 'security', 'concerns', 'over', 'autonomous', 'cars']",UP
210,2019-12-17,"['The', 'City', 'of', 'London', 'will', 'bring', 'in', 'the', 'UK’s', 'first', 'full-time', 'ban', 'on', 'all', 'petrol', 'and', 'diesel', 'cars', 'from', 'early', 'next', 'year,', 'as...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
211,2019-12-17,"['...,', 'claiming', 'to', 'be', 'faster,', 'cleaner', 'and', 'more', 'fun', 'than', 'petrol', 'rivals.', 'Daniel', 'Garrahan', 'and', 'Bethan', 'Staton', 'put', 'it', 'to...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
212,2019-12-17,"['The', 'City', 'of', 'London', 'will', 'bring', 'in', 'the', 'UK’s', 'first', 'full-time', 'ban', 'on', 'all', 'petrol', 'and', 'diesel', 'cars', 'from', 'early', 'next', 'year,', 'as...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
213,2019-12-17,"['FedEx', 'cut', 'its', 'annual', 'earnings', 'guidance', 'for', 'the', 'second', 'time', 'in', 'three', 'months,', 'after', 'a', 'weaker', 'global', 'economy,', 'higher', 'costs...']","['FedEx', 'shares', 'slide', 'after', 'second', 'profit', 'warning']",UP
214,2019-12-17,"['...transport', 'and', 'road', 'haulage,', 'say', 'officials.', 'But', 'even', 'achieving', 'a', 'bare-bones', 'trade', 'deal', 'will', 'be', 'difficult....']","['Boris', 'Johnson', 'throws', 'down', 'gauntlet', 'to', 'Brussels', 'as', 'trade', 'talks', 'loom']",UP
215,2019-12-17,"['...transport', 'industry', 'after', 'the', 'second', 'world', 'war.', 'Mr', 'Macron', 'wants', 'to', 'replace', 'them', 'with', 'a', 'unified', 'points-based...']","['Unions', 'turn', 'up', 'heat', 'on', 'Emmanuel', 'Macron', 'over', 'pensions', 'overhaul']",UP
216,2019-12-17,"['...,', 'pending', 'final', 'approval', 'from', 'Transport', 'for', 'London.', 'The', '24/7', 'ban', 'is', 'part', 'of', 'a', 'plan', 'to', 'clean', 'up', 'the', 'air', 'in', 'the', 'City', 'and...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
217,2019-12-17,"['...-governmental', 'organisation', 'Transport', '&', 'Environment,', 'said', 'the', '“strict”', 'criteria', 'would', 'affect', 'how', 'shares', 'and', 'bonds', 'issued', 'by...']","['How', 'will', 'the', 'EU’s', 'system', 'for', 'classifying', 'green', 'investments', 'work?']",UP
218,2019-12-17,"['...commissioner,', 'said:', '“Maritime', 'transport', 'represents', 'a', 'substantial', 'portion', 'of', 'the', 'EU’s', 'internal', 'and', 'external', 'freight', 'trade...']","['Megamerger', 'of', 'Korean', 'shipbuilder', 'rivals', 'draws', 'EU', 'scrutiny']",UP
219,2019-12-17,"['...,', 'owner', 'of', 'transport', 'group', 'Arriva.', 'It', 'had', 'been', 'heading', 'for', 'a', 'private', 'sale', 'but', 'now', 'plans', 'to', 'go', 'public', 'next', 'year.', 'A', 'revival...']","['Opening', 'Quote:', 'Unilever’s', 'hopes', 'of', 'growth', 'dashed', 'after', 'tough', 'year']",UP
220,2019-12-17,"['...protests', 'over', 'planned', 'pension', 'changes', 'that', 'are', 'threatening', 'to', 'shut', 'down', 'the', 'country’s', 'transport', 'system', 'in', 'the', 'run-up', 'to...']","['Brussels', 'readies', 'for', 'the', 'Future', 'of', 'Europe']",UP
221,2019-12-17,"['...beneficiary:', 'Deutsche', 'Bahn,', 'owner', 'of', 'the', 'UK', 'transport', 'company', 'Arriva,', 'which', 'could', 'have', 'been', 'taken', 'into', 'public...']","['Emphatic', 'UK', 'election', 'result', 'stirs', 'talk', 'of', 'a', 'revival', 'in', 'dealmaking']",UP
222,2019-12-17,"['Apple,', 'Cisco,', 'Daimler', 'and', 'BMW', 'have', 'urged', 'the', 'European', 'Commission', 'to', 'take', 'action', 'on', 'patent', 'abuses', 'that', 'are', 'hampering', 'the...']","['Apple,', 'Cisco,', 'Daimler', 'and', 'BMW', 'complain', 'to', 'Brussels', 'over', 'patents']",UP
223,2019-12-17,"['...for', 'emergency,', 'waste', 'collection', 'and', 'delivery', 'vehicles', 'with', 'the', 'ban', 'expected', 'to', 'come', 'into', 'force', 'by', 'the', 'end', 'of', 'March', '2020...']","['City', 'of', 'London', 'to', 'ban', 'petrol', 'and', 'diesel', 'cars', 'in', 'Barbican', 'tunnel']",UP
224,2019-12-17,"['...,', 'car', 'companies’', 'sustainability', 'grading', 'would', 'be', 'based', 'on', 'the', 'revenues', 'they', 'generate', 'from', 'vehicles', 'with', 'engines', 'that', 'have...']","['How', 'will', 'the', 'EU’s', 'system', 'for', 'classifying', 'green', 'investments', 'work?']",UP
225,2019-12-17,"['...Yemen,', 'a', 'breeding', 'ground', 'where', 'monitoring', 'equipment,', 'including', 'vehicles,', 'had', 'been', 'looted.', 'The', 'sporadic', 'nature', 'of...']","['Locust', 'swarms', 'refocus', 'attention', 'on', 'an', 'old', 'enemy']",UP
226,2019-12-17,"['...months', 'of', 'declines.', 'The', 'increase', 'came', 'as', 'manufacturing', 'output', 'jumped,', 'driven', 'by', 'a', 'bounceback', 'in', 'the', 'output', 'of', 'motor...']","['US', 'industrial', 'output', 'rebounds', 'driven', 'by', 'auto', 'production']",UP
227,2019-12-17,"['...vehicles.', '(FT)', 'The', 'day', 'ahead', 'US', 'industrial', 'production', 'Industrial', 'production', 'data', 'are', 'set', 'to', 'show', 'a', 'rebound', 'for', 'November...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
228,2019-12-17,"['...them', 'from', 'afar.', 'They', 'will', 'be', '—', 'and', 'electric', 'vehicles', 'are', 'already', '—', 'connected', 'to', 'the', 'internet,', 'and', 'will', 'transmit', 'vast...']","['China’s', 'security', 'concerns', 'over', 'autonomous', 'cars']",UP
229,2019-12-17,"['...self-driving', 'cars', 'after', 'complaints', 'from', 'German', 'carmaker', 'Daimler', 'and', 'car', 'supplier', 'Bury', 'and', 'others.', 'Nokia', 'has', 'dismissed...']","['Apple,', 'Cisco,', 'Daimler', 'and', 'BMW', 'complain', 'to', 'Brussels', 'over', 'patents']",UP
230,2019-12-17,"['....', '‘Can', 'we', 'just', 'declare', 'German', 'cars', 'are', 'not', 'safe?’', 'Fresh', 'from', 'announcing', 'a', 'stopgap', 'trade', 'truce', 'with', 'the', 'USM', 'on', 'Friday,', 'the...']","['China’s', 'security', 'concerns', 'over', 'autonomous', 'cars']",UP
231,2019-12-17,"['...presidency', 'of', 'the', 'EU.', 'Chart', 'du', 'jour:', 'German', 'drag', 'Germany’s', 'manufacturing', 'slump', 'is', 'bringing', 'down', 'the', 'eurozone.', 'More', 'from...']","['Brussels', 'readies', 'for', 'the', 'Future', 'of', 'Europe']",UP
232,2019-12-17,"['...”', 'Simon', 'Friederich', 'Groningen', 'university', 'and', 'co-founder', 'of', 'German', 'Ecomodernists', 'Amardeo', 'Sarma', 'Co-founder', 'German...']","['Letter:', 'EU', 'must', 'include', 'nuclear', 'power', 'in', 'its', 'list', 'of', 'sustainable', 'sources']",UP
233,2019-12-11,"['...ability', 'to', 'bypass', 'personal-data', 'safeguards', 'on', 'grounds', 'such', 'as', 'national', 'security.', '3.', ""VW's"", 'microchip', 'Microbus', 'Volkswagen...']","['Competition', 'on', 'the', 'menu', 'for', 'Amazon']",DOWN
234,2019-12-11,"['...“a', 'significant', 'investment”', 'from', 'Volkswagen,', 'the', 'world’s', 'largest', 'carmaker,', 'the', 'two', 'companies', 'said', 'on', 'Wednesday.', 'The...']","['Volkswagen', 'invests', 'in', 'Aeva', 'self-driving', 'vision', 'start-up']",DOWN
235,2019-12-11,"['...prices', 'for', 'medical', 'care,', 'used', 'cars,', 'clothing', 'and', 'recreation,', 'while', 'rents', 'also', 'climbed.', 'Healthcare', 'prices', 'have', 'risen', 'in...']","['Jamming', 'the', 'pause', 'button', 'for', 'an', 'extended', 'period']",DOWN
236,2019-12-11,"['...sensors', 'for', 'self-driving', 'cars.', 'Aeva', 'has', 'managed', 'to', 'shrink', 'the', 'radar', 'technology', 'down', 'to', 'a', 'single', 'chip.', 'The', 'first', 'Volkswagen...']","['Competition', 'on', 'the', 'menu', 'for', 'Amazon']",DOWN
237,2019-12-11,"['Aeva,', 'a', 'start-up', 'founded', 'by', 'two', 'former', 'Apple', 'engineers', 'that', 'builds', 'vision', 'sensors', 'for', 'self-driving', 'cars,', 'has', 'received...']","['Volkswagen', 'invests', 'in', 'Aeva', 'self-driving', 'vision', 'start-up']",DOWN
238,2019-12-11,"['....', 'Underlying', 'inflation', 'was', 'boosted', 'by', 'higher', 'prices', 'for', 'medical', 'care,', 'used', 'cars,', 'clothing', 'and', 'recreation,', 'while...']","['US', 'consumer', 'prices', 'exceed', 'forecasts', 'ahead', 'of', 'Fed', 'meeting']",DOWN
239,2019-12-11,"['...gearing', 'up', 'to', '“boldly', 'go”', 'into', 'orbit.', 'And', 'if', 'you', 'think', 'cars', 'made', 'out', 'of', 'paper', 'sounds', 'far-fetched,', 'check', 'in', 'with', 'Japan’s...']","['Paytm', 'pain:', 'India’s', 'biggest', 'unicorn', 'hits', 'headwinds']",DOWN
240,2019-12-11,"['...]', 'are', 'having', 'to', 'invest', 'significant', 'resources', 'in', 'automation', 'and', 'electrification', 'of', 'cars,”', 'Tata', 'is', '“uniquely', 'undersized', 'to...']","['Fund', 'managers', 'shun', 'Saudi,', 'China', 'upgrades']",DOWN
241,2019-12-11,"['...the', 'amount', 'of', 'which', 'could', 'easily', 'be', 'covered', 'in', 'the', 'blink', 'of', 'an', 'eye', 'by', 'Teodorin', 'selling', 'a', 'few', 'of', 'his', 'cars', 'in...']","['IMF', 'criticised', 'over', 'bailouts', 'for', 'central', 'Africa’s', 'petrostates']",DOWN
242,2019-12-11,"['...industries,', 'including', 'cars', 'and', 'pharmaceuticals,', 'suffering', 'double-digit', 'decreases', 'in', 'production.', 'China', 'has', 'long', 'faced...']","['Pakistan', 'revives', 'Belt-and-Road', 'projects', 'under', 'Chinese', 'pressure']",DOWN
243,2019-12-11,"['...shelter', 'indices.', 'Meanwhile,', 'so-called', 'core', 'consumer', 'prices', 'that', 'strip', 'out', 'volatile', 'items', 'like', 'food', 'and', 'petrol', 'climbed', '0.2...']","['US', 'consumer', 'prices', 'exceed', 'forecasts', 'ahead', 'of', 'Fed', 'meeting']",DOWN
244,2019-12-11,"['...rose', '18', 'per', 'cent', 'to', '$1.4bn.', 'The', 'value', 'of', 'its', 'equity', 'stake', 'in', 'Puma', 'Energy,', 'the', 'debt-laden', 'fuel', 'storage', 'and', 'petrol...']","['Trafigura', 'cuts', 'staff', 'payments', 'as', 'profits', 'flatline']",DOWN
245,2019-12-11,"['...spokesperson', 'said', 'separately:', '“A', 'Transport', 'Aircraft', 'Risk', 'Assessment', 'Methodology', 'is', 'one', 'of', 'several', 'safety', 'tools...']","['US', 'regulator', 'failed', 'to', 'ground', 'Boeing', '737', 'Max', 'despite', 'risks']",DOWN
246,2019-12-11,"['...our', 'air,”', 'he', 'said', 'in', 'his', 'mock', 'proposal', 'of', 'modern', 'transport.', '“It', 'will', 'congest', 'our', 'cities', 'to', 'the', 'point', 'of', 'inciting', 'rage...']","['Transportation', 'is', '‘broken’', '—', 'head', 'of', 'GM’s', 'driverless', 'car', 'unit']",DOWN
247,2019-12-11,"['Brian', 'Souter', 'is', 'disembarking.', 'The', 'one-time', 'bus', 'conductor', 'is', 'stepping', 'down', 'as', 'chairman', 'of', 'Stagecoach,', 'the', 'UK', 'transport...']","['Stagecoach/Brian', 'Souter:', 'a', 'driven', 'man']",DOWN
248,2019-12-11,"['...helped', 'transport', 'missile-related', 'graphite', 'and', 'high-grade', 'carbon', 'fibre', 'in', 'violation', 'of', 'UN', 'sanctions.', 'In', 'Iran,', 'Mahan', 'has...']","['US', 'hits', 'Iran’s', 'biggest', 'airline', 'and', 'shipping', 'group', 'with', 'sanctions']",DOWN
249,2019-12-11,"['...for', 'ideas', 'in', 'five', 'areas', '—', 'power,', 'the', 'built', 'environment,', 'transport,', 'food', 'and', 'nature', '—', 'and', 'plans', 'to', 'announce', 'which', 'ones', 'to...']","['Moral', 'Money:', 'Al', 'Gore', 'blasts', 'BlackRock,', 'Brussels', 'breakdown,', 'rewild', 'the', 'UK']",DOWN
250,2019-12-11,"['Stagecoach’s', 'co-founder', 'Brian', 'Souter,', 'who', 'started', 'the', 'transport', 'group', 'with', 'just', 'two', 'buses', 'in', '1980,', 'will', 'step', 'down', 'as...']","['Stagecoach', 'co-founder', 'Brian', 'Souter', 'to', 'step', 'down']",DOWN
251,2019-12-11,"['Shareholders', 'in', 'Eddie', 'Stobart', 'Logistics', 'will', 'be', 'given', 'the', 'option', 'to', 'take', 'part', 'in', 'a', 'rights', 'issue', 'early', 'next', 'year', 'to', 'help...']","['Eddie', 'Stobart', 'to', 'offer', 'investors', 'choice', 'in', 'financing']",DOWN
252,2019-12-11,"['...globalisation,', 'protesting', 'against', 'not', 'just', 'the', 'fossil', 'fuels', 'used', 'in', 'transport', 'but', 'also', 'what', 'they', 'say', 'is', 'the', 'transfer', 'to...']","['Is', 'the', 'EU’s', 'green', 'policy', 'protecting', 'the', 'planet', 'or', 'European', 'industry?']",DOWN
253,2019-12-11,"['...its', 'source', '—', 'the', 'former', 'president', 'of', 'America’s', 'largest', 'maker', 'of', 'gas-guzzling', 'vehicles', '—', 'underscores', 'the', 'extent', 'to', 'which...']","['Transportation', 'is', '‘broken’', '—', 'head', 'of', 'GM’s', 'driverless', 'car', 'unit']",DOWN
254,2019-12-11,"['...claims', 'were', 'underlined', 'by', 'Volkswagen,', 'which', 'plans', 'to', 'equip', 'consumer', 'vehicles', 'with', 'the', 'sort', 'of', 'lidar', 'systems', 'that', 'currently...']","['Volkswagen', 'invests', 'in', 'Aeva', 'self-driving', 'vision', 'start-up']",DOWN
255,2019-12-11,"['...vehicles.', 'Using', 'hydrogen', 'emits', 'no', 'carbon', 'at', 'the', 'point', 'of', 'use', 'so', 'Japan', 'regards', 'it', 'as', 'a', 'potential', 'answer', 'to', 'its...']","['Japan', 'launches', 'first', 'liquid', 'hydrogen', 'carrier', 'ship']",DOWN
256,2019-12-11,"['...chosen', 'for', 'German', '5G', 'Germany’s', 'second-largest', 'mobile', 'operator', 'has', 'chosen', 'Huawei', 'to', 'help', 'build', 'its', '5G', 'network,', 'despite', 'a...']","['Competition', 'on', 'the', 'menu', 'for', 'Amazon']",DOWN
257,2019-12-11,"['...Christian', 'Sewing,', 'who', 'told', 'the', 'German', 'bank’s', 'investor', 'day', 'that', 'its', 'fixed', 'income,', 'currencies', 'and', 'commodities...']","['BofA', 'chief', 'joins', 'chorus', 'of', 'bank', 'bosses', 'predicting', 'strong', 'end', 'to', 'year']",DOWN
