Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN NUMBER,Industry,Instrument
521016,,ICIL,INDO COUNT INDUSTRIES LTD.,Active,B ,2.0,INE483B01026,Textiles,Equity
521018,,MARALOVER,MARAL OVERSEAS LTD.,Active,B ,10.0,INE882A01013,Textiles,Equity
521034,,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,Active,B ,10.0,INE314C01013,Textiles,Equity
521064,,TRIDENT,TRIDENT LTD.,Active,A ,1.0,INE064C01022,Textiles,Equity
521070,,ALOKTEXT,ALOK INDUSTRIES LTD.,Active,B ,1.0,INE270A01029,Textiles,Equity
521082,,SPENTEX,SPENTEX INDUSTRIES LTD.,Active,Z ,10.0,INE376C01020,Textiles,Equity
521109,,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,B ,5.0,INE123B01028,Textiles,Equity
521163,,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.0,INE206B01013,Other Apparels & Accessories,Equity
521180,,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,B ,1.0,INE662A01027,Textiles,Equity
521194,,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.0,INE923A01015,Other Financial Services,Equity
521200,,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.0,INE713B01026,Textiles,Equity
521220,,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.0,INE497D01022,Textiles,Equity
521248,,KITEX,KITEX GARMENTS LTD.,Active,B ,1.0,INE602G01020,Other Apparels & Accessories,Equity
522014,,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10.0,INE961D01019,Other Industrial Goods,Equity
522029,,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.0,INE052A01021,Industrial Machinery,Equity
522034,,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.0,INE631A01022,Auto Parts & Equipment,Equity
522064,,HONDAPOWER,Honda India Power Products Ltd,Active,B ,10.0,INE634A01018,Industrial Machinery,Equity
522073,,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.0,INE127B01011,Auto Parts & Equipment,Equity
522074,,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,B ,1.0,INE285A01027,Industrial Machinery,Equity
522113,,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10.0,INE325A01013,Industrial Machinery,Equity
522163,,DIAPOWER,Diamond Power Infrastructure Limited-$,Active,Z ,10.0,INE989C01012,Other Elect.Equip./ Prod.,Equity
522205,,PRAJIND,PRAJ INDUSTRIES LTD.,Active,B ,2.0,INE074A01025,Construction & Engineering,Equity
522217,,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B ,10.0,INE826C01016,Commercial Vehicles,Equity
522241,,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.0,INE227C01017,Other Industrial Products,Equity
522249,,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.0,INE040D01038,Textiles,Equity
522263,,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,B ,2.0,INE890A01024,Construction & Engineering,Equity
522275,,GET&D,GE T&D India Ltd,Active,A ,2.0,INE200A01026,Electric Utilities,Equity
522285,,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,T ,10.0,INE854B01010,Iron & Steel/Interm.Products,Equity
522287,,KALPATPOWR*,KALPATARU POWER TRANSMISSION LTD.,Active,A ,2.0,INE220B01022,Heavy Electrical Equipment,Equity
522295,,CONTROLPR,CONTROL PRINT LTD.-$,Active,B ,10.0,INE663B01015,Containers & Packaging,Equity
523011,,WEIZMANIND,WEIZMANN LTD.,Active,B ,10.0,INE080A01014,Comm.Trading  & Distribution,Equity
523025,,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,B ,2.0,INE429E01023,Other Apparels & Accessories,Equity
523127,,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B ,10.0,INE276C01014,Hotels,Equity
523204,,ABAN,ABAN OFFSHORE LTD.,Active,B ,2.0,INE421A01028,Exploration & Production,Equity
523207,,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B ,1.0,INE760A01029,Non-Durable Household Prod.,Equity
523260,,PEARLPOLY,PEARL POLYMERS LTD.,Active,B ,10.0,INE844A01013,Containers & Packaging,Equity
523261,,VENKYS,VENKY&#39;S (INDIA) LTD.,Active,A ,10.0,INE398A01010,Packaged Foods,Equity
523269,,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,B ,2.0,INE199C01026,Hotels,Equity
523283,,SUPERHOUSE,SUPERHOUSE LTD.,Active,B ,10.0,INE712B01010,Footwear,Equity
523301,,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B ,10.0,INE822C01015,Paper & Paper Products,Equity
523319,,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10.0,INE164A01016,Diversified,Equity
523367,,DCMSHRIRAM,DCM Shriram Limited,Active,A ,2.0,INE499A01024,Diversified,Equity
523371,,MAWANASUG,MAWANA SUGARS LTD.,Active,B ,10.0,INE636A01039,Sugar,Equity
523384,,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,T ,10.0,INE843B01013,Finance (including NBFCs),Equity
523385,,NILKAMAL,NILKAMAL LTD.,Active,A ,10.0,INE310A01015,Plastic Products,Equity
523391,,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B ,5.0,INE308A01027,Textiles,Equity
523395,,3MINDIA,3M INDIA LTD.,Active,A ,10.0,INE470A01017,Diversified,Equity
523398,,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A ,10.0,INE782A01015,Consumer Electronics,Equity
523405,,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A ,1.0,INE780C01023,Holding Companies,Equity
523419,,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T ,10.0,INE141D01018,Telecom Cables,Equity
523445,,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,Active,B ,10.0,INE046A01015,Construction & Engineering,Equity
523457,,LINDEINDIA,Linde India Limited,Active,A ,10.0,INE473A01011,Industrial Gases,Equity
523539,,PRECWIRE,PRECISION WIRES INDIA LTD.,Active,B ,5.0,INE372C01029,Other Industrial Products,Equity
523574,,FEL,Future Enterprises Ltd,Active,B ,2.0,INE623B01027,Department Stores,Equity
523598,,SCI,SHIPPING CORPORATION OF INDIA LTD.,Active,A ,10.0,INE109A01011,Shipping,Equity
523610,,ITI,ITI LTD.,Active,A ,10.0,INE248A01017,Telecom Equipment,Equity
523618,,DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,Active,B ,10.0,INE506A01018,Shipping,Equity
523628,,PODDAR,Poddar Housing and Development Ltd,Active,B ,10.0,INE888B01018,Realty,Equity
523630,,NFL,NATIONAL FERTILIZERS LTD.,Active,B ,10.0,INE870D01012,Fertilizers,Equity
523642,,PIIND,PI Industries Ltd,Active,A ,1.0,INE603J01030,Agrochemicals,Equity
523648,,PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,Active,B ,5.0,INE083C01022,Specialty Chemicals,Equity
523660,,WATERBASE,WATERBASE LTD.,Active,B ,10.0,INE054C01015,Other Food Products,Equity
523694,,APCOTEXIND,APCOTEX INDUSTRIES LTD.,Active,B ,2.0,INE116A01032,Other Industrial Goods,Equity
523704,,MASTEK,MASTEK LTD.,Active,B ,5.0,INE759A01021,IT Software Products,Equity
523708,,EIMCOELECO,EIMCO ELECON (INDIA) LTD.,Active,B ,10.0,INE158B01016,Industrial Machinery,Equity
523716,,ASHIANA,ASHIANA HOUSING LTD.-$,Active,B ,2.0,INE365D01021,Realty,Equity
523736,,DVL,Dhunseri Ventures Ltd-$,Active,T ,10.0,INE477B01010,Fibres & Plastics,Equity
523754,,MAHEPC,Mahindra EPC Irrigation Ltd,Active,B ,10.0,INE215D01010,Plastic Products,Equity
523756,,SREINFRA,SREI INFRASTRUCTURE FINANCE LTD.,Active,B ,10.0,INE872A01014,Finance (including NBFCs),Equity
523792,,MAZDALTD,MAZDA LTD.-$,Active,B ,10.0,INE885E01034,Industrial Machinery,Equity
523796,,VICEROY,VICEROY HOTELS LTD.,Active,T ,10.0,INE048C01017,Hotels,Equity
523828,,MENONBE,MENON BEARINGS LTD.-$,Active,B ,1.0,INE071D01033,Auto Parts & Equipment,Equity
523836,,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,Active,T ,10.0,INE610B01024,Containers & Packaging,Equity
523838,,SIMPLEXINF,SIMPLEX INFRASTRUCTURES LTD.,Active,B ,2.0,INE059B01024,Construction & Engineering,Equity
524000,,MAGMA,MAGMA FINCORP LTD.,Active,A ,2.0,INE511C01022,Finance (including NBFCs),Equity
524019,,KINGFA,Kingfa Science & Technology (India) Ltd-$,Active,B ,10.0,INE473D01015,Plastic Products,Equity
524051,,POLYPLEX*,POLYPLEX CORPORATION LTD.,Active,B ,10.0,INE633B01018,Commodity Chemicals,Equity
524075,,ALBERTDA,ALBERT DAVID LTD.-$,Active,B ,10.0,INE155C01010,Pharmaceuticals,Equity
524109,,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,Active,B ,5.0,INE900B01029,Industrial Machinery,Equity
524129,,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,Active,B ,1.0,INE250B01029,Fibres & Plastics,Equity
524164,,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10.0,INE485C01011,Pharmaceuticals,Equity
524200,,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1.0,INE410B01037,Commodity Chemicals,Equity
524208,,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.0,INE769A01020,Specialty Chemicals,Equity
524212,,WANBURY,WANBURY LTD.,Active,T ,10.0,INE107F01022,Pharmaceuticals,Equity
524230,,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10.0,INE027A01015,Fertilizers,Equity
524280,,KOPRAN,KOPRAN LTD.,Active,B ,10.0,INE082A01010,Pharmaceuticals,Equity
524324,,SEYAIND,SEYA INDUSTRIES LTD.,Active,B ,10.0,INE573R01012,Specialty Chemicals,Equity
524330,,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,Active,B ,5.0,INE785A01026,Specialty Chemicals,Equity
524348,,AARTIDRUGS,AARTI DRUGS LTD.,Active,B ,10.0,INE767A01016,Pharmaceuticals,Equity
524370,,BODALCHEM,BODAL CHEMICALS LTD.,Active,B ,2.0,INE338D01028,Specialty Chemicals,Equity
524394,,VIMTALABS,VIMTA LABS LTD.-$,Active,T ,2.0,INE579C01029,Healthcare Services,Equity
524396,,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,T ,10.0,INE829A01014,Pharmaceuticals,Equity
524404,,MARKSANS,MARKSANS PHARMA LTD.,Active,B ,1.0,INE750C01026,Pharmaceuticals,Equity
524494,,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,2.0,INE571A01020,Pharmaceuticals,Equity
524500,,KILITCH,KILITCH DRUGS (INDIA) LTD.,Active,B ,10.0,INE729D01010,Pharmaceuticals,Equity
524518,,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$,Active,B ,10.0,INE268B01013,Pharmaceuticals,Equity
524558,,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,B ,10.0,INE794A01010,Pharmaceuticals,Equity
524570,,PODARPIGQ,PODDAR PIGMENTS LTD.-$,Active,B ,10.0,INE371C01013,Specialty Chemicals,Equity
524598,,AKSCHEM,AKSHARCHEM (INDIA) LTD.-$,Active,B ,10.0,INE542B01011,Specialty Chemicals,Equity
524667,,SOTL,SAVITA OIL TECHNOLOGIES LTD.,Active,B ,10.0,INE035D01012,Refineries/ Petro-Products,Equity
524669,,HESTERBIO,HESTER BIOSCIENCES LTD.,Active,B ,10.0,INE782E01017,Pharmaceuticals,Equity
524709,,NACLIND,NACL Industries Ltd,Active,B ,1.0,INE295D01020,Agrochemicals,Equity
524715,,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.0,INE044A01036,Pharmaceuticals,Equity
524735,,HIKAL,HIKAL LTD.,Active,B ,2.0,INE475B01022,Pharmaceuticals,Equity
524742,,CAPPL,CAPLIN POINT LABORATORIES LTD.,Active,A ,2.0,INE475E01026,Pharmaceuticals,Equity
524804,,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1.0,INE406A01037,Pharmaceuticals,Equity
524816,,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2.0,INE987B01026,Pharmaceuticals,Equity
524820,,PANAMAPET,PANAMA PETROCHEM LTD.,Active,B ,2.0,INE305C01029,Refineries/ Petro-Products,Equity
524824,,BALPHARMA,BAL PHARMA LTD.,Active,B ,10.0,INE083D01012,Pharmaceuticals,Equity
526027,,CUBEXTUB,CUBEX TUBINGS LTD.,Active,B ,10.0,INE144D01012,Copper,Equity
526217,,HITECHCORP,Hitech Corporation Ltd-$,Active,T ,10.0,INE120D01012,Containers & Packaging,Equity
526227,,FILATEX,FILATEX INDIA LTD.-$,Active,B ,2.0,INE816B01027,Textiles,Equity
526235,,MERCATOR,MERCATOR LTD.-$,Active,B ,1.0,INE934B01028,Shipping,Equity
526247,,PREMEXPLQ,PREMIER EXPLOSIVES LTD.,Active,B ,10.0,INE863B01011,Specialty Chemicals,Equity
526263,,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,Active,B ,2.0,INE835B01035,BPO/KPO,Equity
526299,,MPHASIS,MPHASIS LTD.,Active,A ,10.0,INE356A01018,IT Consulting & Software,Equity
526325,,ORIENTLTD,ORIENT PRESS LTD.,Active,B ,10.0,INE609C01024,Containers & Packaging,Equity
526367,,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,Active,B ,10.0,INE460C01014,Realty,Equity
526371,,NMDC,NMDC LTD.,Active,A ,1.0,INE584A01023,Mining,Equity
526381,,PATINTLOG,PATEL INTEGRATED LOGISTICS LTD.-$,Active,B ,10.0,INE529D01014,Surface Transportation,Equity
526397,,ALPHAGEO,ALPHAGEO (INDIA) LTD.-$,Active,B ,10.0,INE137C01018,Oil Equipment & Services,Equity
526521,,SANGHIIND,SANGHI INDUSTRIES LTD.,Active,B ,10.0,INE999B01013,Cement & Cement Products,Equity
526550,,CCHHL,Country Club Hospitality & Holidays Ltd,Active,B ,2.0,INE652F01027,Hotels,Equity
526576,,TECHIN,TECHINDIA NIRMAN LIMITED,Active,B ,10.0,INE778A01021,Realty,Equity
526582,,TPLPLAST,TPL PLASTECH LTD.,Active,B ,10.0,INE413G01014,Plastic Products,Equity
526596,,LIBERTSHOE,LIBERTY SHOES LTD.,Active,B ,10.0,INE557B01019,Footwear,Equity
526608,,ELECTHERM,ELECTROTHERM (INDIA) LTD.,Active,B ,10.0,INE822G01016,Iron & Steel Products,Equity
526612,,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.0,INE233B01017,Transportation - Logistics,Equity
526642,,MIRZAINT,MIRZA INTERNATIONAL LTD.,Active,B ,2.0,INE771A01026,Footwear,Equity
526650,,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,Active,B ,10.0,INE305A01015,Financial Institutions,Equity
526662,,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,Active,B ,10.0,INE610C01014,Construction & Engineering,Equity
526666,,BIL,BHARTIYA INTERNATIONAL LTD.,Active,T ,10.0,INE828A01016,Other Apparels & Accessories,Equity
526668,,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,Active,B ,10.0,INE967C01018,Hotels,Equity
526683,,HOTELRUGBY,HOTEL RUGBY LTD.,Active,B ,10.0,INE275F01019,Hotels,Equity
526707,,ALCHEM,ALCHEMIST LTD.,Active,B ,10.0,INE964B01033,Comm.Trading  & Distribution,Equity
526725,,SANDESH,SANDESH LTD.,Active,B ,10.0,INE583B01015,Publishing,Equity
526729,,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,Active,B ,10.0,INE025B01017,Other Apparels & Accessories,Equity
526797,,GREENPLY,GREENPLY INDUSTRIES LTD.,Active,B ,1.0,INE461C01038,Forest Products,Equity
526801,,PSL,PSL LTD.,Active,T ,10.0,INE474B01017,Construction & Engineering,Equity
526807,,SEAMECLTD,SEAMEC LTD.,Active,B ,10.0,INE497B01018,Shipping,Equity
526829,,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,B ,1.0,INE552D01024,Oil Marketing & Distribution,Equity
526849,,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10.0,INE655B01011,Other Apparels & Accessories,Equity
526881,,63MOONS,63 Moons Technologies Ltd,Active,B ,2.0,INE111B01023,IT Consulting & Software,Equity
526885,,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,Active,B ,1.0,INE453D01025,Textiles,Equity
526921,,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,Active,B ,10.0,INE253B01015,Other Financial Services,Equity
526947,,LAOPALA,LA OPALA RG LTD.,Active,A ,2.0,INE059D01020,Houseware,Equity
526953,,VENUSREM,VENUS REMEDIES LTD.,Active,T ,10.0,INE411B01019,Pharmaceuticals,Equity
526987,,URJAGLOBA,URJA GLOBAL LTD.,Active,B ,1.0,INE550C01020,Comm.Trading  & Distribution,Equity
527001,,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,B ,2.0,INE348A01023,Mining,Equity
530001,,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Active,A ,10.0,INE186A01019,Commodity Chemicals,Equity
530005,,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.0,INE383A01012,Cement & Cement Products,Equity
530007,,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A ,2.0,INE573A01042,Auto Tyres & Rubber Products,Equity
530011,,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.,Active,B ,10.0,INE558B01017,Fertilizers,Equity
530017,,SIL,STANDARD INDUSTRIES LTD.,Active,T ,5.0,INE173A01025,Commodity Chemicals,Equity
530019,,JUBILANT,JUBILANT LIFE SCIENCES LIMITED,Active,A ,1.0,INE700A01033,Pharmaceuticals,Equity
530023,,THEINVEST,The Investment Trust Of India Ltd,Active,B ,10.0,INE924D01017,Finance (including NBFCs),Equity
530047,,MOHOTAIND,Mohota Industries Ltd,Active,B ,10.0,INE313D01013,Textiles,Equity
530073,,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,B ,2.0,INE989A01024,Transport Related Services,Equity
530075,,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,Active,B ,10.0,INE818A01017,Exploration & Production,Equity
530117,,FAIRCHEM,Fairchem Speciality Ltd,Active,B ,10.0,INE959A01019,Specialty Chemicals,Equity
530135,,OPTIEMUS,Optiemus Infracom Ltd,Active,B ,10.0,INE350C01017,Telecom Equipment,Equity
530191,,CHROMATIC,CHROMATIC INDIA LTD.,Active,T ,10.0,INE662C01015,Specialty Chemicals,Equity
530199,,THEMISMED,THEMIS MEDICARE LTD.,Active,B ,10.0,INE083B01016,Pharmaceuticals,Equity
530239,,SUVEN,SUVEN LIFE SCIENCES LTD.,Active,B ,1.0,INE495B01038,Pharmaceuticals,Equity
530299,,KOTHARIPRO,KOTHARI PRODUCTS LTD.,Active,B ,10.0,INE823A01017,Comm.Trading  & Distribution,Equity
530343,,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,B ,1.0,INE955D01029,Other Elect.Equip./ Prod.,Equity
530363,,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,Active,B ,1.0,INE071E01023,Sugar,Equity
530365,,ORIENTBELL,ORIENT BELL LIMITED-$,Active,B ,10.0,INE607D01018,Furniture-Furnishing-Paints,Equity
530367,,NRBBEARING,NRB BEARINGS LTD.,Active,B ,2.0,INE349A01021,Industrial Machinery,Equity
530377,,NILA,NILA INFRASTRUCTURES LTD.,Active,B ,1.0,INE937C01029,Construction & Engineering,Equity
530393,,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD.,Active,B ,2.0,INE921B01025,Other Financial Services,Equity
530517,,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.0,INE131B01039,Footwear,Equity
530549,,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1.0,INE790G01031,Pharmaceuticals,Equity
530555,,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B ,2.0,INE074B01023,Other Elect.Equip./ Prod.,Equity
530655,,GOODLUCK,Goodluck India Ltd,Active,B ,2.0,INE127I01024,Iron & Steel Products,Equity
530699,,RAJRAYON,Raj Rayon Industries Limited-$,Active,Z ,1.0,INE533D01024,Textiles,Equity
530715,,ALPSINDUS,ALPS INDUSTRIES LTD.,Active,B ,10.0,INE093B01015,Textiles,Equity
530759,,STERTOOLS,STERLING TOOLS LTD.-$,Active,B ,2.0,INE334A01023,Auto Parts & Equipment,Equity
530803,,BHAGIL,Bhageria Industries Ltd,Active,B ,5.0,INE354C01027,Commodity Chemicals,Equity
530813,,KRBL,KRBL LTD.,Active,A ,1.0,INE001B01026,Packaged Foods,Equity
530843,,CUPID,CUPID LTD.-$,Active,B ,10.0,INE509F01011,Personal Products,Equity
530871,,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5.0,INE995D01025,Specialty Chemicals,Equity
530919,,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B ,10.0,INE474C01015,Auto Parts & Equipment,Equity
530943,,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,Active,B ,10.0,INE416A01036,Movies & Entertainment,Equity
530961,,VIKASECO,Vikas EcoTech Ltd,Active,T ,1.0,INE806A01020,Specialty Chemicals,Equity
530965,,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.0,INE242A01010,Oil Marketing & Distribution,Equity
530999,,BALAMINES,BALAJI AMINES LTD.-$,Active,B ,2.0,INE050E01027,Specialty Chemicals,Equity
531082,,ALANKIT,Alankit Ltd,Active,B ,1.0,INE914E01040,Misc.Commercial Services,Equity
531092,,OMMETALS,OM METALS INFRAPROJECTS LTD.,Active,B ,1.0,INE239D01028,Construction & Engineering,Equity
531120,,PATELENG,PATEL ENGINEERING LTD.-$,Active,B ,1.0,INE244B01030,Construction & Engineering,Equity
531147,,ALICON,Alicon Castalloy Limited,Active,B ,5.0,INE062D01024,Auto Parts & Equipment,Equity
531162,,EMAMILTD,EMAMI LTD.-$,Active,A ,1.0,INE548C01032,Personal Products,Equity
531179,,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10.0,INE109C01017,Finance (including NBFCs),Equity
531209,,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10.0,INE096B01018,IT Software Products,Equity
531213,,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.0,INE522D01027,Finance (including NBFCs),Equity
531241,,LINCPENQ,LINC PEN & PLASTICS LTD.-$,Active,B ,10.0,INE802B01019,Non-Durable Household Prod.,Equity
531266,,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,B ,10.0,INE764D01017,Commercial Vehicles,Equity
531322,,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,Active,T ,2.0,INE293B01029,Oil Marketing & Distribution,Equity
531335,,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A ,10.0,INE768C01010,Packaged Foods,Equity
531337,,JUMPNET,Jump Networks Ltd,Active,B ,5.0,INE974C01022,Other Financial Services,Equity
531339,,JAIHINDPRO,JAIHIND PROJECTS LTD.,Active,Z ,10.0,INE343D01010,Construction & Engineering,Equity
531344,,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,5.0,INE111A01025,Transport Related Services,Equity
531373,,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B ,10.0,INE319B01014,Hotels,Equity
531381,,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,B ,10.0,INE413D01011,Realty,Equity
531400,,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B ,6.0,INE326B01027,Other Financial Services,Equity
531404,,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,Active,T ,10.0,INE871B01014,Electronic Components,Equity
531426,,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,A ,10.0,INE107A01015,Paper & Paper Products,Equity
531431,,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,B ,10.0,INE908D01010,Industrial Machinery,Equity
531439,,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,Active,T ,10.0,INE805A01014,IT Consulting & Software,Equity
531453,,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,B ,10.0,INE954E01012,Textiles,Equity
531497,,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,B ,1.0,INE378D01032,Construction & Engineering,Equity
531500,,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1.0,INE343B01030,Other Apparels & Accessories,Equity
531508,,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,B ,5.0,INE128A01029,Non-Durable Household Prod.,Equity
531518,,VIKASPROP,Vikas Proppant & Granite Ltd,Active,B ,1.0,INE767B01022,Other Agricultural Products,Equity
531531,,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A ,1.0,INE473B01035,Packaged Foods,Equity
531543,,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,B ,1.0,INE247D01039,Textiles,Equity
531548,,SOMANYCERA,SOMANY CERAMICS LTD.,Active,A ,2.0,INE355A01028,Furniture-Furnishing-Paints,Equity
531556,,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Active,B ,2.0,INE558D01021,Housing Finance ,Equity
531595,,CGCL,Capri Global Capital Limited,Active,A ,2.0,INE180C01026,Finance (including NBFCs),Equity
531599,,FDC,FDC LTD.,Active,A ,1.0,INE258B01022,Pharmaceuticals,Equity
531624,,COUNCODOS,COUNTRY CONDO&#39;S LTD.,Active,B ,1.0,INE695B01025,Realty,Equity
531633,,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,B ,10.0,INE405C01035,Pharmaceuticals,Equity
531642,,MARICO,MARICO LTD.,Active,A ,1.0,INE196A01026,Personal Products,Equity
531687,,KGL,KARUTURI GLOBAL LTD.,Active,Z ,1.0,INE299C01024,Other Agricultural Products,Equity
531717,,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B ,1.0,INE632C01026,Specialty Chemicals,Equity
531746,,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Active,B ,10.0,INE505C01016,Realty,Equity
531761,,APOLLOPIPES,Apollo Pipes Ltd,Active,B ,10.0,INE126J01016,Plastic Products,Equity
531768,,POLYMED,POLY MEDICURE LTD.,Active,B ,5.0,INE205C01021,Medical Equipment,Equity
531795,,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5.0,INE951D01028,2/3 Wheelers,Equity
531879,,PIONDIST,PIONEER DISTILLERIES LTD.,Active,B ,10.0,INE889E01010,Breweries & Distilleries,Equity
531882,,KWALITY,Kwality Limited,Active,B ,1.0,INE775B01025,Packaged Foods,Equity
531892,,KHANDSE,KHANDWALA SECURITIES LTD.,Active,B ,10.0,INE060B01014,Other Financial Services,Equity
531921,,AGARIND,AGARWAL INDUSTRIAL CORPORATION LTD.,Active,B ,10.0,INE204E01012,Petrochemicals,Equity
531978,,AMBIKCO,AMBIKA COTTON MILLS LTD.,Active,B ,10.0,INE540G01014,Textiles,Equity
